ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-2811683,4,7/25/2016 5:57,7/25/2016 11:57,44.32985,-88.93383,44.32146,-88.93408,0.58,Closed between WI-110 and Main St - Road closed due to accident.,797, N Mill St,L,Weyauwega,Waupaca,WI,54983-8514,US,US/Central,KPCZ,7/25/2016 5:55,67.5,,93,29.96,10,West,4.6,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2811751,3,7/25/2016 7:29,7/25/2016 13:29,43.045973,-89.307486,43.045422,-89.311434,0.203,At US-12/US-18/Beltline Hwy - Accident.,,W Beltline Hwy W,R,Madison,Dane,WI,53716,US,US/Central,KMSN,7/25/2016 7:53,73,,79,29.99,10,Calm,,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2811818,3,7/25/2016 8:50,7/25/2016 14:50,44.89468,-89.57262,44.89455,-89.57712,0.22,At CR-X/Camp Phillips Rd/Exit 173 - Accident.,6844, Camp Phillips Rd,R,Schofield,Marathon,WI,54476,US,US/Central,KAUW,7/25/2016 8:54,72,,71,30,10,NW,9.2,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2811820,2,7/25/2016 8:58,7/25/2016 14:58,44.22445,-88.46865,44.21059,-88.47739,1.051,At WI-10/WI-441/Exit 134 - Accident.,,US-41 S,R,Neenah,Winnebago,WI,54956,US,US/Central,KATW,7/25/2016 8:45,71.6,,73,29.98,10,West,8.1,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2811821,2,7/25/2016 8:55,7/25/2016 14:55,42.97792,-87.91587,42.9876,-87.91414,0.675,At Holt Ave/Exit 314 - Accident.,,I-43 S,R,Milwaukee,Milwaukee,WI,53207,US,US/Central,KMKE,7/25/2016 8:52,79,,60,29.96,10,WNW,10.4,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2811831,2,7/25/2016 9:33,7/25/2016 15:33,43.025097,-88.091772,43.027767,-88.077026,0.767,At WI-100/Exit 304 - Accident.,,I-94 E,R,Brookfield,Waukesha,WI,53005,US,US/Central,KMWC,7/25/2016 9:45,78.8,,54,30,10,WNW,10.4,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2811878,2,7/25/2016 11:17,7/25/2016 17:17,43.59038,-88.43087,43.58263,-88.43077,0.535,At WI-67/CR-H/Church St - Accident.,,US-41 S,R,Lomira,Dodge,WI,53048,US,US/Central,KFLD,7/25/2016 10:53,80.1,,60,29.99,10,WNW,10.4,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2811915,2,7/25/2016 12:25,7/25/2016 18:25,42.891534,-87.936699,42.86646,-87.93757,1.733,At WI-100/Ryan Rd/Exit 322 - Accident.,,US-41 S,R,Oak Creek,Milwaukee,WI,53154,US,US/Central,KMKE,7/25/2016 12:52,86,,41,29.97,10,NW,10.4,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2811916,2,7/25/2016 12:25,7/25/2016 18:25,43.03231,-87.97381,43.03265,-87.96493,0.449,At US-41/WI-341/Exit 308 - Accident.,,I-94 E,R,Milwaukee,Milwaukee,WI,53208,US,US/Central,KMWC,7/25/2016 12:45,84.2,,40,30.01,10,NW,9.2,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2811959,2,7/25/2016 14:22,7/25/2016 20:22,42.71664,-87.95379,42.73212,-87.95383,1.07,At WI-20/Exit 333 - Accident.,,I-94 W,R,Sturtevant,Racine,WI,53177,US,US/Central,KRAC,7/25/2016 13:53,82.9,,53,29.99,10,ESE,11.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2811995,2,7/25/2016 15:56,7/25/2016 21:56,43.040332,-88.180339,43.03389,-88.16973,0.697,At US-18/CR-JJ/Exit 297 - Accident.,,WI-164 S,R,Waukesha,Waukesha,WI,53186,US,US/Central,KUES,7/25/2016 15:45,82.4,,51,30.01,10,NW,13.8,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2812044,2,7/25/2016 19:07,7/26/2016 1:07,42.55504,-89.11028,42.55504,-89.11028,0,At Cleophas Rd - Accident.,4901, W Cleophas Rd,R,Beloit,Rock,WI,53511,US,US/Central,KJVL,7/25/2016 18:45,84.2,,45,29.99,10,NW,5.8,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2812175,2,7/26/2016 8:02,7/26/2016 14:02,43.16161,-89.96562,43.16162,-89.9755,0.498,At Hayward Crossing Rd - Accident.,7074, US Highway 14,R,Arena,Iowa,WI,53503,US,US/Central,KLNR,7/26/2016 7:56,64.9,,97,30.07,0.2,Calm,,,Fog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2812180,2,7/26/2016 8:02,7/26/2016 14:02,43.16162,-89.9755,43.16161,-89.96562,0.498,At Hayward Crossing Rd - Accident.,7199, Hayward Crossing Rd,R,Arena,Iowa,WI,53503,US,US/Central,KLNR,7/26/2016 7:56,64.9,,97,30.07,0.2,Calm,,,Fog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2812219,2,7/26/2016 8:58,7/26/2016 14:58,43.03036,-87.99066,43.03039,-87.98318,0.378,At Hawley Rd/Exit 307 - Accident.,146, S 63rd St,L,Milwaukee,Milwaukee,WI,53214-1823,US,US/Central,KMWC,7/26/2016 8:45,78.8,,51,30.08,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2812340,2,7/26/2016 14:48,7/26/2016 20:48,42.96233,-87.99193,42.96237,-87.98424,0.389,At 60th St/Exit 7 - Accident.,,US-41 S,R,Milwaukee,Milwaukee,WI,53220,US,US/Central,KMKE,7/26/2016 14:52,84.9,,43,30.02,10,ESE,10.4,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2812361,2,7/26/2016 15:18,7/26/2016 21:18,43.04523,-89.31232,43.045739,-89.30781,0.23,At US-12/US-18/Beltline Hwy - Accident.,,W Beltline Hwy E,R,Madison,Dane,WI,53716,US,US/Central,KMSN,7/26/2016 14:53,86,,41,30.03,10,NNW,5.8,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2812454,2,7/26/2016 17:41,7/26/2016 23:41,43.08714,-87.9218,43.0773,-87.92073,0.682,At Keefe Ave/Exit 75 - Accident.,,I-43 S,R,Milwaukee,Milwaukee,WI,53206,US,US/Central,KMWC,7/26/2016 17:45,84.2,,33,30.01,10,ESE,5.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2812455,2,7/26/2016 17:44,7/26/2016 23:44,42.96246,-88.02203,42.9624,-88.02347,0.073,At 84th St/Exit 5 - Accident.,,I-43 S,R,Milwaukee,Milwaukee,WI,53228,US,US/Central,KMKE,7/26/2016 17:52,82.9,,44,29.99,10,SE,12.7,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2812490,2,7/26/2016 20:33,7/27/2016 2:33,43.0506,-88.29887,43.05073,-88.30777,0.449,At CR-SS/Exit 290 - Accident.,,I-94 W,R,Pewaukee,Waukesha,WI,53072,US,US/Central,KUES,7/26/2016 20:45,73.4,,69,30.02,10,WSW,4.6,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-2812499,4,7/27/2016 0:59,7/27/2016 6:59,43.99376,-88.5827,43.9456,-88.58333,3.328,Closed between US-41-BR/WI-44/Ripon Rd/Exit 116 and WI-26/CR-N/Waupun Rd/Exit 113 - Road closed due to accident.,,US-41 S,R,Oshkosh,Winnebago,WI,54902,US,US/Central,KOSH,7/27/2016 0:53,73,,76,29.94,10,WSW,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2812596,4,7/27/2016 8:34,7/27/2016 14:34,42.897614,-89.347842,42.89404,-89.34743,0.248,Closed between Oak Hill Rd and Waterman Rd - Road closed due to accident.,963, US Highway 14,R,Oregon,Dane,WI,53575-2826,US,US/Central,KC29,7/27/2016 8:35,77,,72,30.03,10,NW,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2812608,2,7/27/2016 9:00,7/27/2016 15:00,43.0894,-87.92182,43.08791,-87.92181,0.103,At WI-190/Capitol Dr/Exit 76 - Accident.,,W Capitol Dr,R,Milwaukee,Milwaukee,WI,53209,US,US/Central,KMWC,7/27/2016 8:45,78.8,,57,30.02,10,WNW,6.9,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2812645,2,7/27/2016 10:11,7/27/2016 16:11,43.027476,-88.01323,43.028319,-88.022028,0.448,At WI-181/84th St/Exit 306 - Accident.,,I-94 W,R,Milwaukee,Milwaukee,WI,53214,US,US/Central,KMWC,7/27/2016 9:45,82.4,,51,30.01,10,WNW,8.1,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2812687,3,7/27/2016 12:45,7/27/2016 18:45,43.78992,-87.76409,43.92494,-87.76206,9.33,Between WI-42/Exit 128 and CR-XX/Exit 137 - Accident.,,I-43 N,R,Sheboygan,Sheboygan,WI,53083,US,US/Central,KSBM,7/27/2016 12:53,77,,74,29.99,10,ENE,10.4,,Thunderstorm,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2812695,2,7/27/2016 13:10,7/27/2016 19:10,43.147546,-88.054664,43.15054,-88.05465,0.207,At CR-PP/Good Hope Rd/Exit 47B - Accident.,,WI-100 N,R,Milwaukee,Milwaukee,WI,53224,US,US/Central,KMWC,7/27/2016 12:45,87.8,,43,30,10,SSW,6.9,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2812779,2,7/27/2016 15:55,7/27/2016 21:55,43.1776,-89.24762,43.17289,-89.25356,0.442,At US-151-BR/Main St/Exit 101 - Accident.,,US Highway 151,R,Sun Prairie,Dane,WI,53590,US,US/Central,KMSN,7/27/2016 15:53,84.9,,61,29.95,10,NNE,11.5,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2812788,2,7/27/2016 14:38,7/27/2016 22:06,43.14442,-88.05472,43.15054,-88.05465,0.423,At CR-PP/Good Hope Rd/Exit 47B - Accident.,,WI-100 N,R,Milwaukee,Milwaukee,WI,53224,US,US/Central,KMWC,7/27/2016 14:45,87.8,,40,29.98,10,NNE,9.2,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2812805,2,7/27/2016 16:06,7/27/2016 22:31,43.14442,-88.05472,43.15054,-88.05465,0.423,At CR-PP/Good Hope Rd/Exit 47B - Accident.,,WI-100 N,R,Milwaukee,Milwaukee,WI,53224,US,US/Central,KMWC,7/27/2016 16:00,75.2,,69,29.99,0.2,North,,,Light Rain,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2812812,2,7/27/2016 16:29,7/27/2016 22:29,42.9627,-88.03354,42.96127,-88.03998,0.34,At I-894/Exit 61 - Accident.,,I-43 S,R,Milwaukee,Milwaukee,WI,53228,US,US/Central,KMKE,7/27/2016 16:52,77,,69,29.95,10,NE,11.5,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2812830,2,7/27/2016 17:19,7/27/2016 23:19,43.10795,-88.0579,43.10085,-88.05843,0.491,At CR-EE/Hampton Ave/Exit 45 - Accident.,,US-45 S,R,Milwaukee,Milwaukee,WI,53225,US,US/Central,KMWC,7/27/2016 17:45,78.8,,54,29.96,10,ENE,4.6,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2812857,2,7/27/2016 19:32,7/28/2016 1:32,43.02461,-88.11283,43.02432,-88.09764,0.768,At Moorland Rd/Exit 301 - Accident.,,I-94 E,R,Brookfield,Waukesha,WI,53005,US,US/Central,KMWC,7/27/2016 19:45,75.2,,65,29.96,10,ENE,4.6,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2812887,4,7/28/2016 0:19,7/28/2016 6:19,42.6204,-88.6777,42.6326,-88.61336,3.378,Closed between CR-X/Exit 17 and WI-50/Exit 21 - Road closed due to accident.,,I-43 N,R,Delavan,Walworth,WI,53115,US,US/Central,KBUU,7/28/2016 0:15,67.6,,95,29.95,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2812902,2,7/28/2016 5:47,7/28/2016 11:47,43.0321,-87.97052,43.02437,-87.96991,0.535,Between I-94/US-41 and Miller Park Rd - Accident.,,State Highway 341,R,Milwaukee,Milwaukee,WI,53214,US,US/Central,KMWC,7/28/2016 5:55,66.2,,88,29.94,10,ENE,3.5,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2813426,2,7/29/2016 7:37,7/29/2016 13:37,43.035062,-88.033145,43.035733,-88.033042,0.047,At Wisconsin Ave/Exit 39 - Accident.,,US-41 N,R,Milwaukee,Milwaukee,WI,53214,US,US/Central,KMWC,7/29/2016 7:45,68,,83,29.98,10,NE,4.6,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2813730,4,7/29/2016 16:43,7/29/2016 22:43,43.54427,-89.47605,43.548246,-89.480875,0.366,Closed at Herman St - Road closed due to accident.,950, W Wisconsin St,L,Portage,Columbia,WI,53901-1677,US,US/Central,KDLL,7/29/2016 16:50,67.3,,92,30,2.5,NNE,4.6,0.12,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2813731,4,7/29/2016 16:43,7/29/2016 22:43,43.548245,-89.480873,43.54427,-89.47605,0.366,Closed at River St - Road closed due to accident.,1298, W Wisconsin St,L,Portage,Columbia,WI,53901-1562,US,US/Central,KDLL,7/29/2016 16:50,67.3,,92,30,2.5,NNE,4.6,0.12,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2813800,3,7/29/2016 23:29,7/30/2016 5:29,42.71664,-87.95379,42.73212,-87.95383,1.07,At WI-20/Exit 333 - Accident.,,I-94 W,R,Sturtevant,Racine,WI,53177,US,US/Central,KRAC,7/29/2016 23:53,71.1,,81,29.98,10,East,8.1,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2813844,2,7/30/2016 8:38,7/30/2016 14:38,42.55961,-88.916708,42.556787,-88.92081,0.286,At Hart Rd/Exit 2 - Accident.,,I-43 S,R,Clinton,Rock,WI,53525,US,US/Central,KJVL,7/30/2016 8:45,71.6,,83,30.01,10,ENE,5.8,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2813862,3,7/30/2016 10:40,7/30/2016 16:40,42.996049,-89.150316,42.997394,-89.156299,0.316,At CR-N/Exit 147 - Accident.,,I-39 N,R,Stoughton,Dane,WI,53589,US,US/Central,KMSN,7/30/2016 10:53,73.9,,62,30.01,10,NE,9.2,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2813904,4,7/30/2016 21:04,7/31/2016 3:04,42.696637,-88.953734,42.70614,-88.95441,0.657,Closed between Case Dr and Harmony Town Hall Rd - Road closed due to accident.,1131, N US Highway 14,L,Janesville,Rock,WI,53546,US,US/Central,KJVL,7/30/2016 20:45,69.8,,73,29.99,10,East,6.9,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-2813965,2,7/31/2016 14:16,7/31/2016 20:16,42.51184,-87.95172,42.49471,-87.95015,1.186,At CR-ML/122nd St - Accident.,,US-41 S,R,Pleasant Prairie,Kenosha,WI,53158,US,US/Central,KENW,7/31/2016 13:53,79,,58,30.06,10,East,11.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2814079,2,8/1/2016 7:26,8/1/2016 13:26,43.02531,-87.92173,43.0201,-87.9183,0.4,At WI-59/S 6th St/S 9th St/Exit 311 - Accident.,,W Bruce St,R,Milwaukee,Milwaukee,WI,53204,US,US/Central,KMKE,8/1/2016 7:52,72,,87,30.08,10,NNE,6.9,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2814106,2,8/1/2016 8:06,8/1/2016 14:06,43.025277,-88.090792,43.02754,-88.078286,0.651,At WI-100/Exit 304 - Accident.,,I-94 E,R,Brookfield,Waukesha,WI,53005,US,US/Central,KMWC,8/1/2016 7:45,68,,83,30.1,10,NE,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2814108,2,8/1/2016 8:08,8/1/2016 14:08,44.47121,-88.03228,44.47391,-88.03738,0.313,At WI-57/Riverside Dr - Accident.,,WI-172 E,R,Green Bay,Brown,WI,54301,US,US/Central,KGRB,8/1/2016 7:53,66.9,,93,30.1,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2814159,2,8/1/2016 9:19,8/1/2016 15:19,43.17648,-89.32083,43.18297,-89.32956,0.628,At US-51/Exit 132 - Accident.,,I-94 W,R,Deforest,Dane,WI,53532,US,US/Central,KMSN,8/1/2016 8:53,70,,84,30.09,10,ESE,4.6,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2814333,2,8/1/2016 16:42,8/1/2016 22:42,43.04819,-89.47773,43.04361,-89.46781,0.592,At S Whitney Way/Exit 257 - Accident.,,W Beltline Hwy E,R,Madison,Dane,WI,53711,US,US/Central,KC29,8/1/2016 16:35,83.7,,53,30.05,10,South,9.2,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2814456,3,4/14/2016 9:08,4/14/2016 15:08,42.973738,-90.589315,42.973949,-90.625687,1.839,At US-61/Lincoln Ave/12th St - Accident.,3444, US Highway 18,R,Fennimore,Grant,WI,53809-9752,US,US/Central,KOVS,4/14/2016 8:53,53.1,,48,30.25,10,SSW,5.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2814457,3,4/14/2016 9:08,4/14/2016 15:08,42.973949,-90.625687,42.973738,-90.589315,1.839,At Livingston Village of - Accident.,4036, US Highway 18,R,Fennimore,Grant,WI,53809-9762,US,US/Central,KOVS,4/14/2016 8:53,53.1,,48,30.25,10,SSW,5.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2814559,4,5/16/2016 17:57,5/16/2016 23:57,43.56672,-90.88898,43.56672,-90.88898,0,Closed at Sands Rd - Road closed due to accident.,1225, N Main St,R,Viroqua,Vernon,WI,54665-1101,US,US/Central,KY51,5/16/2016 17:15,66.9,,34,30.03,,NW,12.7,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2814560,4,5/16/2016 17:57,5/16/2016 23:57,43.56674,-90.88898,43.56672,-90.88898,0.001,Closed at Fairgrounds Rd - Road closed due to accident.,1225, N Main St,R,Viroqua,Vernon,WI,54665-1101,US,US/Central,KY51,5/16/2016 17:15,66.9,,34,30.03,,NW,12.7,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2814624,4,5/27/2016 22:26,5/28/2016 4:26,42.7395,-90.46991,42.74031,-90.46878,0.08,Closed at Madison St - Road closed due to accident.,715, N Water St,R,Platteville,Grant,WI,53818-2234,US,US/Central,KPVB,5/27/2016 22:15,70.7,,92,29.78,10,SE,6.9,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-2814625,4,5/27/2016 22:28,5/28/2016 4:28,42.74046,-90.4691,42.73237,-90.47559,0.649,Closed at Dewey St - Road closed due to accident.,,WI-80,R,Platteville,Grant,WI,53818,US,US/Central,KPVB,5/27/2016 22:40,70.9,,91,29.79,10,SE,4.6,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-2860631,2,1/31/2017 23:14,2/1/2017 5:14,44.907414,-91.924767,44.90716,-91.93853,0.674,At WI-25/Exit 41 - Accident.,,I-94 W,R,Menomonie,Dunn,WI,54751,US,US/Central,KLUM,1/31/2017 23:15,25.5,18.7,91,29.9,10,West,5.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2860632,4,2/1/2017 0:16,2/1/2017 6:16,44.59432,-92.53819,44.590313,-92.542095,0.337,Closed at Potter St - Road closed due to accident.,,US-63 N,R,Hager City,Pierce,WI,54014,US,US/Central,KRGK,2/1/2017 0:15,30.2,24.3,86,29.94,10,WNW,5.8,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2860634,4,2/1/2017 5:11,2/1/2017 11:11,43.86106,-91.25969,43.86143,-91.25551,0.21,Closed at CR-B/Exit 2 - Road closed due to accident.,,I-90 E,R,La Crosse,La Crosse,WI,54603,US,US/Central,KLSE,2/1/2017 4:53,30.9,22.2,79,30.02,10,West,10.4,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2860635,4,2/1/2017 5:04,2/1/2017 11:04,43.99529,-90.46539,44.02041,-90.5015,2.497,Closed between Industrial Ave/Forbes Rd and WI-21/Exit 143 - Road closed due to accident.,,I-94 W,R,Tomah,Monroe,WI,54660,US,US/Central,KVOK,2/1/2017 4:58,23.5,15.4,86,30,10,West,6.9,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2860646,2,2/1/2017 6:37,2/1/2017 12:37,43.99529,-90.46539,44.02041,-90.5015,2.497,Between Industrial Ave/Forbes Rd and WI-21/Exit 143 - Accident.,,I-94 W,R,Tomah,Monroe,WI,54660,US,US/Central,KVOK,2/1/2017 6:58,24.8,20.5,86,30.01,10,West,3.5,,Overcast,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
