listed_price,bed_type,bathrooms,beds
181,Real Bed,1,1
185,Real Bed,1,1
120,Real Bed,1,1
150,Real Bed,1,1
325,Real Bed,1,2
169,Real Bed,1,2
125,Real Bed,1,1
110,Real Bed,1,1
95,Real Bed,1,1
98,Real Bed,1,1
120,Real Bed,1,1
112,Real Bed,1,3
245,Real Bed,1,3
100,Real Bed,0.5,1
108,Real Bed,1,1
275.000000000001,Real Bed,2,4
250,Real Bed,2,2
325,Real Bed,1,1
140,Real Bed,1,1
398.999999999999,Real Bed,2,6
100,Real Bed,1,1
260,Real Bed,1,2
95,Real Bed,1,1
140,Real Bed,1,1
150,Real Bed,1,1
309.000000000001,Real Bed,1,3
350,Real Bed,1,1
450,Real Bed,1,1
110,Real Bed,1,2
115,Real Bed,1,1
138,Real Bed,1,2
115,Real Bed,1,1
105,Real Bed,1,1
200,Real Bed,2,1
189,Real Bed,1,2
250,Real Bed,1,2
49,Real Bed,1,1
150,Pull-out Sofa,1,1
89,Real Bed,1,1
235,Real Bed,1,3
360,Real Bed,1,2
100,Airbed,1,3
110,Real Bed,1,1
55,Real Bed,1,1
110,Pull-out Sofa,1,1
225,Real Bed,1,2
120,Real Bed,1,2
300,Real Bed,1,2
89.9999999999997,Real Bed,1,1
250,Real Bed,1,1
75,Real Bed,1,1
170,Real Bed,1,1
135,Real Bed,1,2
215,Real Bed,1,1
95,Real Bed,1,1
165,Real Bed,1,1
250,Real Bed,1,3
198,Real Bed,1,1
60,Real Bed,1,1
250,Real Bed,1,4
200,Real Bed,2,5
125,Real Bed,1,2
249,Real Bed,1,1
475.000000000001,Real Bed,1.5,3
125,Real Bed,1,2
130,Real Bed,1,3
115,Real Bed,1,2
70,Real Bed,1,1
135,Futon,1,1
80,Real Bed,1,1
50,Real Bed,1,1
100,Real Bed,1,1
100,Real Bed,1,1
125,Real Bed,1,1
89,Real Bed,1,1
72,Real Bed,1,1
150,Real Bed,1.5,1
75,Real Bed,1,1
84,Real Bed,1,1
105,Real Bed,1,1
100,Real Bed,1,1
150,Real Bed,1,2
51,Real Bed,1,1
250,Real Bed,1,2
115,Real Bed,1,1
140,Real Bed,1,2
200,Real Bed,1,2
75,Real Bed,1,2
140,Real Bed,1,2
165,Real Bed,1,2
140,Real Bed,1,1
75,Real Bed,1,1
200,Real Bed,1,2
60,Real Bed,1,1
120,Real Bed,1,2
97,Real Bed,1,2
160,Real Bed,1,2
149,Real Bed,1,1
110,Real Bed,1,3
85,Real Bed,1,2
125,Real Bed,1,3
75,Real Bed,1,1
150,Real Bed,1,1
85,Real Bed,1,1
45,Couch,1,1
140,Real Bed,1,1
96,Real Bed,1,1
66,Real Bed,1,1
175,Real Bed,1,1
135,Real Bed,1,1
120,Real Bed,1,2
62,Real Bed,1,2
200,Real Bed,1,1
280,Real Bed,2,3
80,Real Bed,1,1
72,Airbed,1,1
104,Real Bed,1,1
175,Real Bed,1,4
148,Real Bed,1,1
164,Real Bed,1,1
250,Real Bed,1,3
120,Real Bed,1,3
150,Real Bed,1,2
125,Real Bed,1,1
115,Real Bed,1,1
179,Pull-out Sofa,1,1
68,Real Bed,1,1
155,Real Bed,1,2
139,Real Bed,1,1
65,Real Bed,1,1
60,Real Bed,1,1
60,Real Bed,1,1
89.9999999999997,Airbed,1,1
77,Real Bed,1,1
135,Real Bed,1,4
120,Real Bed,1,2
150,Real Bed,1,1
149,Real Bed,1,1
169,Real Bed,1,2
69,Real Bed,1,1
115,Real Bed,1,2
135,Real Bed,1,3
150,Real Bed,1,1
80,Real Bed,1,1
70,Real Bed,1.5,1
150,Real Bed,1,1
75,Real Bed,1,1
110,Real Bed,1,2
75,Real Bed,1,1
75,Real Bed,1,1
115,Real Bed,1,2
125,Real Bed,1,1
71.0000000000001,Airbed,1,1
170,Real Bed,1,2
38,Pull-out Sofa,1,1
70,Real Bed,1,1
115,Real Bed,1,1
98,Real Bed,1,1
85,Real Bed,1,1
85,Real Bed,1,1
175,Real Bed,1,4
165,Real Bed,1,6
149,Real Bed,1,1
89.9999999999997,Real Bed,1,1
152,Real Bed,1,3
52,Real Bed,1,2
125,Real Bed,1,2
85,Real Bed,1,1
105,Futon,1,1
80,Real Bed,1,1
99,Real Bed,1,1
75,Real Bed,1,2
140,Real Bed,1,2
65,Real Bed,1,1
110,Real Bed,1,2
226,Real Bed,1.5,3
160,Real Bed,1,1
100,Real Bed,1,1
100,Real Bed,1,1
94,Real Bed,1,1
80,Real Bed,1,2
100,Real Bed,1,1
45,Real Bed,1,1
85,Real Bed,1,1
85,Real Bed,1,1
80,Real Bed,1,1
157,Real Bed,1,2
125,Real Bed,1,1
500,Real Bed,2,3
120,Real Bed,1,4
75,Futon,1,1
375.000000000001,Real Bed,2.5,3
50,Real Bed,1,1
129,Real Bed,1,1
70,Real Bed,1.5,1
60,Real Bed,1,1
100,Real Bed,1,1
80,Real Bed,1,1
101,Real Bed,1,1
175,Real Bed,1,3
120,Real Bed,1,2
89,Real Bed,1,1
142,Real Bed,1,1
89.9999999999997,Real Bed,1,1
60,Real Bed,1,1
95,Real Bed,1,1
44,Real Bed,1,1
100,Real Bed,1,1
69,Real Bed,1,1
80,Real Bed,1,1
295,Real Bed,1,2
400,Real Bed,2,2
173,Real Bed,1,1
398.999999999999,Real Bed,1,4
155,Real Bed,2,1
130,Real Bed,1,1
100,Real Bed,1,1
156,Real Bed,1,1
300,Real Bed,1,2
150,Real Bed,1,2
69,Real Bed,1,1
289,Real Bed,1,3
100,Real Bed,1,1
250,Real Bed,1,1
99,Real Bed,1,1
299,Real Bed,2,6
249,Real Bed,1,1
175,Real Bed,1,2
195,Real Bed,1,4
159,Real Bed,1,1
99,Real Bed,1,1
135,Real Bed,1,1
150,Real Bed,1,1
60,Futon,1,1
100,Real Bed,1,1
205,Real Bed,1,1
150,Real Bed,1,1
150,Real Bed,1,1
80,Real Bed,1,1
150,Real Bed,1,2
95,Real Bed,1.5,1
550,Real Bed,2,2
41,Real Bed,1,1
150,Real Bed,1,1
210,Real Bed,2,4
1000,Real Bed,1,2
300,Real Bed,1,1
140,Real Bed,1,1
500,Real Bed,1,4
135,Real Bed,1,1
160,Real Bed,1,1
110,Real Bed,1,1
120,Real Bed,1,1
95,Real Bed,1,2
100,Real Bed,1,1
145,Real Bed,1,1
350,Real Bed,2,3
135,Real Bed,1,1
91,Real Bed,1,1
80,Real Bed,1,1
199,Real Bed,1,1
120,Real Bed,1,1
150,Real Bed,1,1
125,Real Bed,1,1
109,Real Bed,1,1
267,Real Bed,1,4
100,Real Bed,1,1
490,Real Bed,2,3
149,Real Bed,1,1
200,Real Bed,1,1
127,Real Bed,1,1
698.999999999999,Real Bed,2,3
99,Real Bed,1,1
85,Real Bed,1,1
155,Real Bed,1,2
125,Real Bed,1,1
499,Real Bed,2,3
80,Real Bed,1,2
80,Real Bed,1,1
60,Real Bed,1,1
125,Real Bed,1,1
150,Real Bed,1,1
131,Real Bed,1,1
89.9999999999997,Real Bed,1,1
98,Real Bed,1,1
100,Real Bed,1,1
84,Real Bed,1,1
150,Real Bed,1,1
80,Real Bed,1,1
250,Real Bed,2,3
150,Real Bed,1,2
190,Real Bed,1,1
150,Real Bed,1,1
70,Real Bed,1,1
89.9999999999997,Real Bed,1,1
89.9999999999997,Real Bed,1,1
100,Real Bed,1,1
150,Real Bed,1,1
200,Real Bed,1,1
235,Real Bed,1,1
75,Real Bed,2,1
178,Real Bed,1,1
290,Real Bed,1,1
170,Real Bed,2,2
385.000000000001,Real Bed,1,2
180,Real Bed,1,1
250,Real Bed,1,1
59,Real Bed,1,1
65,Real Bed,1,1
280,Real Bed,1,3
400,Real Bed,1,2
100,Real Bed,1,2
89.9999999999997,Real Bed,1,1
95,Real Bed,1,2
100,Real Bed,1,1
131,Real Bed,1,1
95,Real Bed,1,1
199,Real Bed,1,1
145,Real Bed,1,1
115,Real Bed,1,1
350,Real Bed,1,5
115,Real Bed,1,1
80,Real Bed,1,1
105,Real Bed,1,1
150,Real Bed,1,1
200,Real Bed,1,1
65,Real Bed,1,1
200,Real Bed,1,2
89.9999999999997,Real Bed,2,1
97,Real Bed,1,1
290,Real Bed,2,2
80,Real Bed,1,1
79,Real Bed,1,1
75,Airbed,2,1
60,Real Bed,1,1
78,Real Bed,1,1
100,Real Bed,1,3
120,Real Bed,1,1
78,Real Bed,1,1
300,Real Bed,1,2
150,Real Bed,1,2
100,Real Bed,1,1
55,Real Bed,1,1
95,Real Bed,1.5,1
237.999999999999,Real Bed,1,1
225,Real Bed,1,3
156,Real Bed,1,1
150,Real Bed,1,1
1000,Real Bed,2,2
80,Real Bed,1,1
120,Real Bed,1,1
85,Real Bed,1,1
89,Airbed,1,1
150,Real Bed,1,1
200,Real Bed,1,1
190,Real Bed,1,2
300,Real Bed,1,3
100,Real Bed,1,1
119,Real Bed,1,1
50,Real Bed,1,1
40,Real Bed,1,2
150,Real Bed,1,2
60,Real Bed,1,2
74,Real Bed,1,1
50,Real Bed,1,1
75,Real Bed,1,3
125,Real Bed,1,1
150,Real Bed,1,1
89.9999999999997,Real Bed,1,1
63,Real Bed,1,2
55,Real Bed,1,1
49,Real Bed,1,1
100,Real Bed,1,2
77,Real Bed,1,1
79,Real Bed,1,1
85,Real Bed,1,1
45,Real Bed,1,1
50,Real Bed,1,1
75,Real Bed,1,1
32,Real Bed,1,1
57,Real Bed,1,1
79,Real Bed,1,1
45,Real Bed,1,1
59,Real Bed,1,1
45,Real Bed,1,1
130,Real Bed,1,2
30,Real Bed,1,6
80,Real Bed,1,2
55,Real Bed,1,1
89.9999999999997,Real Bed,1,1
60,Real Bed,1,2
69,Real Bed,1,1
179,Real Bed,1,3
56,Real Bed,1,1
50,Pull-out Sofa,1,1
25,Real Bed,1,2
150,Real Bed,1,2
89.9999999999997,Real Bed,1,1
125,Real Bed,1,1
55,Real Bed,1,1
200,Real Bed,1,2
50,Airbed,1,1
99,Real Bed,1,1
95,Real Bed,1,1
135,Real Bed,1,2
200,Real Bed,2,3
64,Real Bed,1,2
115,Real Bed,1,1
69,Real Bed,1,1
31,Pull-out Sofa,1,1
30,Real Bed,1,1
75,Real Bed,1,1
100,Futon,1,1
49,Real Bed,1,1
100,Real Bed,1,2
300,Real Bed,1,2
89.9999999999997,Real Bed,1,1
85,Real Bed,1.5,1
68,Real Bed,1,1
39,Real Bed,1,1
35,Pull-out Sofa,1,1
131,Real Bed,1,3
41,Real Bed,1,1
125,Real Bed,1,1
32,Real Bed,1,1
52,Real Bed,1,1
150,Real Bed,1,3
30,Real Bed,1,1
124,Real Bed,1,2
70,Real Bed,1,1
75,Real Bed,1,1
40,Real Bed,1,1
150,Real Bed,1,1
70,Real Bed,1,1
40,Real Bed,1,1
100,Real Bed,1,2
50,Real Bed,1,1
85,Real Bed,1,3
95,Real Bed,1,1
55,Real Bed,1,1
190,Real Bed,1,2
80,Real Bed,1,1
70,Real Bed,1,1
100,Real Bed,1,1
154,Real Bed,1,2
85,Real Bed,1.5,1
75,Real Bed,1,1
80,Real Bed,1,1
89.9999999999997,Real Bed,1,1
60,Real Bed,1.5,1
80,Real Bed,1.5,1
40,Real Bed,1,1
120,Real Bed,1,1
72,Real Bed,1,2
120,Real Bed,1,1
65,Futon,1,1
40,Real Bed,1,1
89.9999999999997,Real Bed,1,1
115,Real Bed,1,1
29,Real Bed,1,1
88,Real Bed,1,1
80,Real Bed,1,2
130,Real Bed,1,2
75,Real Bed,1,1
61,Real Bed,1,1
30,Real Bed,1,6
75,Real Bed,1,1
150,Real Bed,1.5,1
95,Real Bed,1,1
50,Real Bed,1,1
100,Real Bed,1,1
65,Real Bed,1,1
55,Real Bed,1,2
450,Real Bed,1.5,1
70,Real Bed,1,1
160,Real Bed,1.5,3
40,Real Bed,1,1
59,Real Bed,1,1
70,Real Bed,1,1
100,Real Bed,1,1
138,Real Bed,1,2
185,Real Bed,1,1
35,Real Bed,1,1
60,Real Bed,1,1
70,Real Bed,1,1
80,Real Bed,1,1
37,Real Bed,1,2
44,Real Bed,1,1
227,Real Bed,1,1
70,Real Bed,1,1
130,Real Bed,1,3
30,Real Bed,1,1
80,Real Bed,1,2
95,Real Bed,1,1
103,Real Bed,1,1
99,Real Bed,1,1
55,Real Bed,1,1
80,Real Bed,1,2
50,Real Bed,1,1
100,Futon,1,1
125,Real Bed,1,1
45,Real Bed,1,1
100,Real Bed,1,1
58,Real Bed,1,1
84,Real Bed,1,1
62,Real Bed,1,1
96,Real Bed,1,1
65,Real Bed,1,1
100,Real Bed,1,2
67,Real Bed,1,1
100,Real Bed,1,1
120,Real Bed,1,2
45,Real Bed,1,2
80,Real Bed,1,1
59,Real Bed,1,1
85,Real Bed,1,2
50,Real Bed,1,1
65,Real Bed,1,1
69,Real Bed,1,1
45,Real Bed,1,2
59,Real Bed,1,3
75,Real Bed,1,2
99,Real Bed,1,1
100,Real Bed,1.5,1
100,Real Bed,1,1
40,Futon,1,1
95,Real Bed,1,1
125,Real Bed,1,1
40,Real Bed,1,1
55,Real Bed,1,1
70,Real Bed,1,1
50,Real Bed,1,2
65,Futon,1,1
50,Real Bed,1,1
89,Real Bed,1,1
96,Real Bed,1,2
75,Real Bed,1,2
45,Real Bed,2,1
115,Real Bed,1,2
100,Real Bed,1,2
70,Real Bed,1,1
80,Real Bed,1,1
70,Real Bed,1,2
50,Real Bed,1,1
115,Real Bed,1,2
97,Real Bed,1,1
50,Real Bed,1,1
80,Real Bed,1,1
185,Real Bed,1,5
130,Real Bed,1,1
60,Real Bed,1,2
200,Real Bed,2,3
68,Real Bed,1,1
100,Real Bed,1,1
80,Real Bed,1,3
80,Real Bed,1,1
55,Real Bed,1,2
120,Couch,0,1
80,Real Bed,1,1
45,Real Bed,1,2
70,Real Bed,1,2
45,Real Bed,1,1
22,Real Bed,1,1
120,Real Bed,1,2
50,Real Bed,1,1
70,Real Bed,1,2
85,Real Bed,1,1
95,Real Bed,1,1
45,Real Bed,1,1
150,Real Bed,1,1
40,Real Bed,1,1
200,Real Bed,1,1
55,Real Bed,1,1
46,Real Bed,1,1
65,Real Bed,1,1
100,Real Bed,1,1
50,Real Bed,1,3
75,Real Bed,1,3
120,Real Bed,1,2
55,Real Bed,1,1
79,Real Bed,1,1
60,Real Bed,1,1
50,Real Bed,1,1
42,Real Bed,1,1
50,Real Bed,1,1
50,Real Bed,1,1
71.0000000000001,Real Bed,1,1
106,Real Bed,1,1
68,Real Bed,1,1
69,Real Bed,1,1
200,Real Bed,1,1
79,Real Bed,1,1
100,Real Bed,1,4
55,Real Bed,2,1
73,Real Bed,1,1
109,Real Bed,1,2
135,Real Bed,1,2
55,Real Bed,1,1
28,Real Bed,1,1
80,Real Bed,1,1
120,Real Bed,1,2
110,Real Bed,1,1
80,Real Bed,1,1
95,Real Bed,1,1
50,Real Bed,1,2
75,Real Bed,1,1
50,Real Bed,1,1
50,Real Bed,1,1
80,Real Bed,1,1
40,Real Bed,1,1
38,Real Bed,1,1
59,Pull-out Sofa,1,3
55,Real Bed,1,2
80,Real Bed,1,1
175,Real Bed,2,3
75,Real Bed,1,3
105,Real Bed,1,2
170,Real Bed,1,3
110,Real Bed,1,1
37,Real Bed,1,1
80,Futon,1,1
45,Real Bed,1,1
550,Real Bed,1,6
45,Futon,1,1
175,Real Bed,1,2
96,Real Bed,1,2
109,Real Bed,1,2
250,Real Bed,1,2
195,Real Bed,1,1
50,Real Bed,1,1
40,Real Bed,1.5,1
65,Real Bed,1,1
79,Real Bed,1,1
150,Real Bed,1,2
100,Real Bed,1,1
99,Real Bed,1,1
87,Real Bed,1.5,1
108,Real Bed,1,2
70,Real Bed,1,1
70,Real Bed,1.5,1
45,Real Bed,1.5,1
58,Real Bed,1,2
70,Real Bed,0,1
80,Real Bed,1,1
108,Real Bed,1,2
72,Real Bed,1,1
100,Real Bed,1.5,2
40,Real Bed,1,1
46,Real Bed,1.5,1
240,Real Bed,2,4
60,Real Bed,0,2
37,Real Bed,1,1
120,Real Bed,1,2
100,Real Bed,1,2
70,Futon,1,1
60,Real Bed,0.5,1
60,Real Bed,1,1
99,Real Bed,1,1
150,Real Bed,1,1
54,Real Bed,1,1
65,Real Bed,1,1
45,Real Bed,1,1
79,Real Bed,1,1
75,Real Bed,1,2
77,Real Bed,1,1
95,Real Bed,1,1
51,Real Bed,1,1
55,Real Bed,1,1
60,Real Bed,1.5,1
58,Real Bed,1,1
65,Real Bed,1,1
50,Real Bed,1,1
55,Real Bed,0.5,1
100,Real Bed,1,1
75,Real Bed,1,1
79,Real Bed,1.5,1
60,Real Bed,1,1
60,Real Bed,1,1
125,Real Bed,1,2
75,Real Bed,1,1
35,Real Bed,1,1
51,Real Bed,1,1
77,Real Bed,1,1
60,Real Bed,1,1
198,Real Bed,1,1
250,Real Bed,1,1
195,Real Bed,1,1
105,Real Bed,1,1
398.999999999999,Real Bed,1,1
579.000000000001,Real Bed,2.5,4
240,Real Bed,1,2
149,Real Bed,1,1
795,Real Bed,2.5,2
713,Real Bed,3.5,4
197,Futon,1,1
150,Real Bed,2,2
146,Real Bed,1,2
160,Real Bed,1,2
195,Real Bed,1,1
195,Real Bed,1,2
55,Real Bed,1,1
195,Real Bed,1,1
315,Real Bed,1,4
200,Real Bed,1,1
100,Real Bed,1,1
120,Real Bed,1,2
185,Real Bed,1,1
150,Real Bed,1,2
400,Real Bed,1,3
80,Real Bed,1,1
200,Real Bed,1,2
268.999999999999,Real Bed,1,2
140,Real Bed,1,2
600,Real Bed,2.5,5
89.9999999999997,Real Bed,1,1
191,Real Bed,1,1
995,Real Bed,3,7
175,Real Bed,1,2
73,Real Bed,1,1
125,Real Bed,1,1
398.999999999999,Real Bed,2.5,3
95,Real Bed,1,1
148,Real Bed,1,3
108,Real Bed,1,1
79,Real Bed,1,1
95,Real Bed,1,1
300,Real Bed,1,3
180,Real Bed,1,2
229,Real Bed,1,4
175,Real Bed,1,1
110,Real Bed,1,1
180,Futon,1,1
400,Real Bed,1,2
150,Real Bed,1,2
250,Real Bed,1,2
69,Real Bed,1,1
335.999999999999,Real Bed,2,3
175,Real Bed,1,1
195,Real Bed,1,3
180,Real Bed,1,1
117,Real Bed,1,3
80,Real Bed,1,1
135,Real Bed,1,1
97,Real Bed,1,1
120,Real Bed,1,1
300,Real Bed,1,2
299,Real Bed,1,1
209,Real Bed,1,1
75,Real Bed,1,1
210,Real Bed,1,1
130,Real Bed,1,1
359,Real Bed,1,3
150,Real Bed,1,1
130,Real Bed,1,1
100,Pull-out Sofa,1,2
199,Real Bed,1,1
1000,Real Bed,1,2
105,Real Bed,1,1
160,Real Bed,1,1
250,Real Bed,1,1
160,Real Bed,1,1
65,Real Bed,1,1
250,Real Bed,1,1
160,Real Bed,1,2
200,Real Bed,1,2
250,Real Bed,1,1
230,Real Bed,1,1
225,Real Bed,1,2
147,Real Bed,1.5,1
180,Real Bed,1,2
115,Real Bed,1,2
229,Real Bed,1,2
186,Real Bed,1,1
160,Real Bed,1,2
450,Real Bed,2,4
89.9999999999997,Real Bed,1,2
89,Real Bed,1,1
85,Real Bed,1,1
230,Real Bed,1,2
142,Real Bed,1.5,1
175,Real Bed,1,1
89.9999999999997,Real Bed,1,1
155,Real Bed,1,1
325,Real Bed,1,3
165,Real Bed,1,1
120,Real Bed,1,1
300,Futon,1.5,1
145,Real Bed,1,2
69,Real Bed,1,1
200,Pull-out Sofa,1,1
99,Real Bed,1,1
115,Real Bed,1,1
300,Real Bed,1,1
180,Real Bed,1,4
154,Real Bed,1,2
141,Real Bed,1,1
65,Real Bed,1,1
85,Real Bed,1,1
1100,Real Bed,2,3
100,Real Bed,1,1
300,Real Bed,1,2
300,Real Bed,1,2
110,Real Bed,1,1
195,Real Bed,1,2
145,Real Bed,1,2
53,Real Bed,1,1
150,Real Bed,1,2
205,Real Bed,2,3
160,Real Bed,1,1
300,Real Bed,1,1
250,Real Bed,1,1
150,Real Bed,1,2
169,Real Bed,1,3
400,Real Bed,1.5,4
182,Real Bed,1,1
120,Real Bed,1,1
165,Real Bed,1,2
189,Real Bed,1,1
60,Couch,1,1
115,Real Bed,1,1
135,Real Bed,1,1
120,Real Bed,1,1
140,Real Bed,1,2
45,Couch,1,1
102,Real Bed,1,1
200,Real Bed,2,1
190,Real Bed,1,1
180,Real Bed,1,2
100,Real Bed,1,1
80,Real Bed,1,1
155,Real Bed,1,2
185,Real Bed,1,3
105,Real Bed,1,1
130,Real Bed,1,1
149,Real Bed,1,1
330.000000000001,Real Bed,1,2
60,Real Bed,1,1
165,Real Bed,1,1
80,Real Bed,1,1
205,Real Bed,1,1
130,Real Bed,1,2
200,Real Bed,1,2
300,Real Bed,1,3
135,Real Bed,1,1
130,Real Bed,1,1
80,Real Bed,1,1
149,Real Bed,1,2
71.0000000000001,Real Bed,1,1
125,Real Bed,1,1
545.000000000001,Real Bed,2,3
120,Real Bed,1,2
300,Real Bed,1,1
109,Real Bed,1,1
175,Real Bed,1,2
149,Real Bed,1,1
151,Real Bed,1,1
268.999999999999,Real Bed,1,1
170,Real Bed,1,1
200,Real Bed,1,1
150,Real Bed,1,1
123,Real Bed,1,1
155,Real Bed,1,3
180,Real Bed,1,1
375.000000000001,Real Bed,2,4
135,Real Bed,1,1
175,Real Bed,1,1
160,Real Bed,1,1
120,Real Bed,1,1
299,Real Bed,1,2
550,Real Bed,1.5,5
230,Real Bed,1,3
280,Real Bed,1,2
300,Real Bed,1,1
150,Real Bed,1,1
141,Real Bed,1,1
390,Real Bed,1.5,1
100,Real Bed,1,1
275.000000000001,Real Bed,1,2
1000,Real Bed,1,3
200,Real Bed,1,1
475.000000000001,Real Bed,2,4
295,Real Bed,2,1
240,Real Bed,1,1
145,Real Bed,1,1
150,Real Bed,1,1
175,Real Bed,1,1
79,Real Bed,1,2
100,Real Bed,1,1
100,Real Bed,1,1
99,Real Bed,1,1
81.9999999999999,Real Bed,1,1
200,Real Bed,1,1
140,Real Bed,1,2
509.999999999999,Real Bed,1,4
250,Real Bed,2,4
89,Real Bed,1,1
249,Real Bed,1,5
48,Airbed,1,1
325,Real Bed,1.5,2
150,Real Bed,1,1
130,Real Bed,1,1
85,Real Bed,1,1
175,Real Bed,1,1
89.9999999999997,Real Bed,1,1
150,Real Bed,1,1
275.000000000001,Real Bed,1,2
250,Real Bed,1,1
200,Real Bed,1,1
125,Real Bed,1,1
120,Real Bed,1,1
100,Real Bed,1,1
299,Real Bed,1,4
95,Real Bed,1,1
120,Real Bed,1,1
123,Real Bed,1,1
130,Real Bed,1,3
125,Real Bed,1,4
250,Real Bed,1,1
350,Real Bed,1,2
150,Real Bed,1,1
115,Real Bed,1,1
65,Real Bed,1,1
240,Real Bed,1,3
175,Real Bed,1,1
175,Real Bed,1,1
155,Real Bed,1,3
89,Real Bed,1,1
199,Real Bed,2,3
245,Real Bed,1,2
100,Real Bed,1,1
100,Real Bed,1,1
85,Real Bed,1,1
130,Real Bed,1,2
200,Real Bed,1,1
155,Real Bed,1,1
225,Real Bed,1,3
145,Real Bed,1,1
129,Real Bed,1,1
80,Real Bed,1,2
153,Real Bed,1,3
125,Real Bed,1,2
160,Real Bed,1,1
201,Real Bed,1,2
95,Real Bed,1,1
145,Real Bed,1,2
120,Real Bed,1,1
91,Real Bed,1,1
99,Real Bed,1,1
80,Real Bed,1,1
139,Real Bed,1,2
795,Real Bed,2,2
250,Real Bed,2,4
80,Real Bed,1,1
250,Real Bed,1,2
137,Real Bed,1,1
500,Real Bed,1,4
450,Real Bed,2,2
220,Real Bed,1,2
195,Real Bed,1,1
875,Real Bed,2.5,2
130,Real Bed,1,1
150,Real Bed,1,1
200,Real Bed,1,2
170,Real Bed,1,2
150,Real Bed,1,2
60,Real Bed,1.5,1
179,Real Bed,1,1
135,Real Bed,1,2
91,Real Bed,1,1
85,Real Bed,2,1
53,Real Bed,1,1
137,Real Bed,1,2
100,Real Bed,1,1
125,Real Bed,1,1
200,Real Bed,1,1
295,Real Bed,1,4
199,Real Bed,1.5,1
332,Real Bed,1,4
149,Real Bed,1,1
123,Real Bed,1,1
89.9999999999997,Real Bed,1,1
180,Real Bed,1,1
80,Real Bed,1.5,2
215,Real Bed,1,1
100,Real Bed,1,1
150,Real Bed,1,2
85,Real Bed,1,1
307,Real Bed,1,1
210,Real Bed,1,2
180,Real Bed,1,2
125,Real Bed,1,3
232,Real Bed,1,5
100,Real Bed,1,1
189,Real Bed,1,2
150,Real Bed,1,1
140,Real Bed,1,2
71.0000000000001,Pull-out Sofa,1,1
294,Real Bed,1.5,3
189,Real Bed,1,2
170,Real Bed,1,1
100,Real Bed,1,1
85,Airbed,1,1
129,Real Bed,1,1
145,Real Bed,1,2
250,Real Bed,1,2
89.9999999999997,Real Bed,1,1
120,Real Bed,1,2
56,Real Bed,1,1
220,Real Bed,1,2
118,Real Bed,1,1
190,Real Bed,1,1
100,Real Bed,1,1
115,Real Bed,1,1
170,Real Bed,1,2
125,Real Bed,1,1
200,Real Bed,1,1
65,Real Bed,1,1
139,Real Bed,1,1
199,Real Bed,1,4
100,Real Bed,1,1
200,Real Bed,1,2
123,Real Bed,1,1
250,Real Bed,1,1
125,Real Bed,1,1
55,Real Bed,1,1
115,Real Bed,1,1
95,Real Bed,1,1
200,Real Bed,1,1
80,Real Bed,1,1
123,Real Bed,1,1
175,Futon,1,2
210,Real Bed,1,1
99,Real Bed,1,4
350,Real Bed,1,2
210,Airbed,1,1
140,Real Bed,1,1
89.9999999999997,Real Bed,1,1
225,Real Bed,1,2
119,Real Bed,1,1
225,Real Bed,2,1
55,Real Bed,1,2
45,Airbed,1,1
145,Real Bed,1,3
120,Real Bed,1,1
75,Real Bed,1,1
100,Real Bed,1,1
95,Real Bed,1,1
99,Real Bed,1,1
150,Real Bed,1,1
95,Real Bed,1,2
275.000000000001,Real Bed,1,1
81,Real Bed,1,1
175,Pull-out Sofa,1,1
130,Real Bed,1,2
100,Real Bed,1,1
100,Real Bed,1,1
240,Real Bed,1,3
250,Real Bed,1,1
85,Real Bed,1,1
160,Real Bed,1,1
302,Real Bed,1,1
135,Real Bed,1,1
1500,Real Bed,2,1
303,Real Bed,1,3
169,Real Bed,1,2
99,Real Bed,1,1
150,Real Bed,1,2
250,Real Bed,2,3
135,Airbed,1,1
99,Real Bed,1,1
200,Real Bed,1,2
175,Airbed,1,1
249,Real Bed,1,3
96,Real Bed,2,2
350,Real Bed,1,1
160,Real Bed,1,2
398.999999999999,Real Bed,1,4
150,Real Bed,1,2
75,Real Bed,1,1
350,Real Bed,2,4
110,Real Bed,1,1
222,Real Bed,1,2
169,Real Bed,1,2
49,Real Bed,1,1
649.999999999999,Real Bed,2,5
295,Real Bed,1,2
130,Real Bed,1,1
55,Real Bed,1,1
185,Real Bed,1,1
150,Real Bed,1,1
140,Real Bed,1,1
100,Real Bed,1,1
175,Real Bed,1,1
195,Real Bed,1,2
292,Couch,1,1
170,Real Bed,1,1
99,Real Bed,1,2
150,Real Bed,1,1
95,Real Bed,1.5,1
110,Real Bed,1,1
48,Real Bed,1,1
140,Real Bed,1,1
120,Real Bed,1,1
185,Real Bed,1,NA
110,Real Bed,2,2
46,Real Bed,1,1
175,Real Bed,1,1
100,Real Bed,1,1
46,Real Bed,1,1
119,Real Bed,1,2
160,Real Bed,1,2
195,Real Bed,1,1
129,Real Bed,1,2
190,Real Bed,1,1
99,Real Bed,1,2
199,Real Bed,2,3
140,Real Bed,1,1
80,Real Bed,1,1
175,Real Bed,1,1
129,Real Bed,1,1
80,Real Bed,NA,NA
130,Real Bed,1,1
115,Real Bed,1,2
450,Real Bed,1,4
99,Real Bed,1,2
115,Real Bed,1,1
200,Real Bed,1,2
130,Real Bed,1,1
57,Real Bed,1,1
89.9999999999997,Real Bed,1,1
350,Real Bed,2,3
80,Pull-out Sofa,1,1
