order_id,customer_id,purchased_at,purchase_month,purchase_day_of_week,customer_state,customer_city,customer_zip_prefix,item_count,distinct_product_count,distinct_seller_count,distinct_category_count,item_value_brl,freight_value_brl,payment_record_count,payment_type_count,maximum_installments,payment_value_brl,review_record_count,mean_review_score,delivery_days,days_late_vs_estimate,delivered_late
ord_75d3baaa0cc7a0f9b61ac5ab,cus_5db4ea97a8437dee6cc68c6a,2017-10-16 10:31:44,10,1,RJ,rio de janeiro,20031,1,1,1,1,1437.00,34.51,1,1,12,1471.51,,,9,-9,false
ord_a299984bc41f971bcce3135a,cus_cb2eb39c933c08df0d05e602,2017-11-28 10:14:23,11,2,RJ,rio de janeiro,20561,1,1,1,1,179.00,57.92,1,1,3,236.92,1,1.0,30,7,true
ord_d786bf27914fb5f299b2546a,cus_b900c456517fe6cf607825eb,2017-01-26 17:40:03,1,4,RJ,rio das ostras,28892,1,1,1,1,87.90,14.79,1,1,10,102.69,1,4.0,43,16,true
ord_5f93a4bf13c35beba50a4ad4,cus_1eed5bdd768cbd31d2d1a8b9,2017-10-08 10:19:15,10,0,RJ,volta redonda,27274,1,1,1,1,299.99,27.38,1,1,1,327.37,1,5.0,23,-6,false
ord_30866fd9258e31be177b0fee,cus_35a090375db18578b447292a,2017-11-26 21:54:21,11,0,SP,mairinque,18120,1,1,1,1,148.00,18.29,1,1,4,166.29,1,5.0,23,-3,false
ord_9e5f19b8f8126970bfa2b281,cus_d895162446e3248bc66f5ba8,2017-07-26 00:27:11,7,3,RJ,teresopolis,25995,1,1,1,1,70.90,17.75,1,1,8,88.65,1,4.0,51,22,true
ord_3160d03d7a29dbcbadb69145,cus_8b2bdafcf455558c23f1ed14,2017-09-20 10:08:32,9,3,SP,bertioga,11250,1,1,1,1,289.99,28.35,1,1,8,318.34,1,5.0,13,-10,false
ord_dfbc3c873d7119dabdb92e03,cus_fea5405f4c753551c116df35,2017-11-30 13:30:58,11,4,RJ,rio de janeiro,22720,1,1,1,1,37.50,17.60,1,1,5,55.10,1,5.0,16,-10,false
ord_c7fb92cae983f9870ecd12a7,cus_a17c3c885f1b873962746745,2017-12-07 18:43:07,12,4,SP,sao paulo,02851,1,1,1,1,34.99,7.78,1,1,2,42.77,1,5.0,7,-14,false
ord_c4f5ad0f48098e1686955865,cus_a98e8141e40a38b075c9ef0f,2017-11-24 11:53:17,11,5,SP,embu das artes,06816,1,1,1,1,41.00,12.69,1,1,3,53.69,1,4.0,10,-10,false
ord_32cbf633c62ebce5333b7730,cus_9e193fec6cb53d7b79dcd217,2017-12-12 13:27:02,12,2,SP,birigui,16200,1,1,1,1,29.90,14.08,1,1,4,43.98,1,5.0,15,-13,false
ord_7b9feacc7e43f2cf81cfeada,cus_c60146e5e532c2499f624f2d,2017-08-26 00:23:01,8,6,SP,sao paulo,04084,1,1,1,1,43.00,16.25,1,1,1,59.25,1,5.0,3,-10,false
ord_f36143378aad68fc12ca6ba2,cus_3fe84c4a844b9f73d98db11e,2017-09-29 09:17:19,9,5,SP,carapicuiba,06394,1,1,1,1,120.99,15.61,1,1,1,136.60,1,5.0,8,-18,false
ord_c7d6caf0457f2ee6e56ba251,cus_08d61b007509b05d3e5bf395,2017-08-23 12:56:01,8,3,RJ,sao pedro da aldeia,28943,2,1,1,1,119.80,35.34,1,1,2,155.14,1,4.0,5,-18,false
ord_a6b0d1dbfa729af7921be5ef,cus_9bdf05486d57b881f88fd504,2017-09-12 08:42:27,9,2,MG,lagoa santa,33400,1,1,1,1,54.90,12.23,1,1,3,67.13,1,1.0,3,-32,false
ord_c4c838bc41ae3b48d2b7ea6b,cus_05c4e2049d1102e7898b8a1f,2017-08-22 16:50:10,8,2,RJ,arraial do cabo,28930,1,1,1,1,44.10,16.11,1,1,2,60.21,1,3.0,10,-14,false
ord_ab3c07d119d6caf3bf8d3ac6,cus_c63f9f663594971dd7dc7dde,2017-01-11 10:24:36,1,3,SP,guarulhos,07242,1,1,1,1,17.50,10.96,1,1,1,28.46,1,5.0,7,-20,false
ord_ad426817425821bf627ec371,cus_be8a15f7ce4e7920077da3d4,2017-03-26 18:39:34,3,0,SP,sao caetano do sul,09531,1,1,1,1,21.90,10.96,1,1,3,32.86,1,5.0,3,-15,false
ord_f64873767a296b79702929dd,cus_06b3ad3c3403864dd0d871d8,2017-07-03 20:49:32,7,1,RJ,japeri,26430,1,1,1,1,89.00,16.38,1,1,4,105.38,1,5.0,10,-12,false
ord_948fbaf94eeef26e79e0f029,cus_942dcaf406fbd83210b96662,2017-11-21 11:37:06,11,2,MG,ponte nova,35430,1,1,1,1,49.90,15.10,1,1,1,65.00,1,4.0,9,-11,false
ord_b2aa1be7ca1982bd33392835,cus_596b93a898229f986f8d58b3,2017-10-17 19:17:24,10,2,MG,brumadinho,35460,1,1,1,1,119.00,19.07,1,1,2,138.07,1,5.0,7,-20,false
ord_c12f46e32d915efdaae904c5,cus_a6603a79a183ab2216ae9fdf,2017-09-24 15:32:42,9,0,SP,ilha solteira,15385,1,1,1,1,55.00,11.89,1,1,6,66.89,1,5.0,10,-13,false
ord_e24720e77f44727d6cc47442,cus_a6b23aa8e5db649216586408,2017-12-04 21:51:54,12,1,SP,guarulhos,07044,1,1,1,1,29.99,7.78,1,1,1,37.77,1,5.0,3,-13,false
ord_9112e1bc1811bd2d16912b67,cus_2e263cb60cfb1c003b711acb,2017-12-02 17:41:43,12,6,SP,sao bernardo do campo,09771,1,1,1,1,130.00,29.28,1,1,3,159.28,1,5.0,4,-15,false
ord_d27fdc45956cc67d2ee11f88,cus_77aebd52986d2d8f714f2258,2017-11-30 10:29:30,11,4,RJ,rio de janeiro,23070,1,1,1,1,479.90,98.02,1,1,1,577.92,1,4.0,20,-2,false
ord_688e7b751e6b5ca261015474,cus_f53585d96c066aaaa0a4bd1d,2017-07-02 00:19:41,7,0,SP,franca,14409,1,1,1,1,139.90,14.00,1,1,7,153.90,,,5,-14,false
ord_db786e92255e602a849788a0,cus_91c3022c32658f02f44c4a60,2017-01-27 12:29:31,1,5,SP,lorena,12604,1,1,1,1,49.00,10.96,1,1,1,59.96,1,5.0,11,-27,false
ord_4da50ba02fd7137ecd9c7cd5,cus_8e0568688ccbb00d060d2f88,2017-11-27 17:46:15,11,1,SP,sorocaba,18040,1,1,1,1,79.90,9.37,1,1,1,89.27,1,5.0,3,-11,false
ord_a7fab12e0818796cae773ca1,cus_ad3e9c1127b1243b257ec552,2017-11-18 12:48:38,11,6,SP,sao paulo,01032,1,1,1,1,189.99,41.28,1,1,1,231.27,1,1.0,11,-8,false
ord_9f3f5d67267f69ca7e11491b,cus_a57671330235133914e12c76,2017-11-13 20:10:29,11,1,RJ,guapimirim,25946,1,1,1,1,270.00,16.64,1,1,2,286.64,1,5.0,14,-17,false
ord_bd24a3cbe55349614d229d01,cus_19355347438c99d0ca8abf09,2017-03-01 14:31:03,3,3,SP,sao roque,18143,1,1,1,1,119.00,20.91,1,1,1,139.91,1,5.0,9,-26,false
ord_12945c98e05a1c57d678495d,cus_5a4cf195b58db4d034afd1e3,2017-12-29 19:07:20,12,5,SP,sorocaba,18071,1,1,1,1,34.90,15.10,1,1,1,50.00,1,5.0,13,-15,false
ord_3dbd22d5bb3371e670598667,cus_394ca91ff18bf7274be72502,2017-12-18 19:58:36,12,1,SP,caieiras,07726,1,1,1,1,559.00,37.27,1,1,10,596.27,1,1.0,49,13,true
ord_a564d2ffea6c8dc6efe75b3e,cus_068dc5d2c31f8d980c4cec9c,2017-09-11 18:09:30,9,1,RJ,paty do alferes,26950,1,1,1,1,22.50,15.10,1,1,1,37.60,1,5.0,14,-7,false
ord_51311247582125b3b8d329fd,cus_909c276f713e5baad7f2f6d4,2017-01-30 10:12:59,1,1,MG,belo horizonte,30140,2,2,1,1,38.89,50.00,1,1,10,102.67,1,3.0,11,-45,false
ord_21f7acea78af1d58f0bd7ae0,cus_af524e59f5789488680b5479,2017-08-02 11:44:45,8,3,MG,formiga,35570,1,1,1,1,84.90,14.32,1,1,1,99.22,1,5.0,8,-12,false
ord_9ffc492cb464e11b206e5c96,cus_f0d1a8bc44f61f3c503b172f,2017-01-06 13:43:16,1,5,MG,santa luzia,33115,1,1,1,1,159.99,15.29,1,1,1,175.28,1,5.0,7,-34,false
ord_093195eb29a7825d5667378e,cus_cd266589a3f69419de46057c,2017-09-02 00:14:09,9,6,RJ,rio de janeiro,21020,1,1,1,1,113.57,18.04,1,1,2,131.61,1,5.0,10,-14,false
ord_a236a6657765de876ddb6744,cus_d50382136629a425e749526c,2017-06-09 17:20:14,6,5,MG,arcos,35588,1,1,1,1,259.00,22.30,1,1,6,281.30,1,5.0,20,-5,false
ord_0ea10d56768a6f50457d339c,cus_14f1c35d4d18f4bf47a0e161,2017-09-30 17:10:11,9,6,SP,sao paulo,05774,1,1,1,1,99.90,16.95,1,1,1,116.85,1,5.0,6,-19,false
ord_3dc4b3ab183b9392d4c0312b,cus_ee4626132f1d652be1719275,2017-04-21 09:11:44,4,5,SP,aruja,07411,1,1,1,1,18.99,10.96,1,1,1,29.95,1,5.0,6,-14,false
ord_89c13fb3140275848373b1ff,cus_7775799bf9f5f6323517db37,2017-10-07 13:59:13,10,6,SP,sao paulo,08080,1,1,1,1,65.00,8.27,1,1,3,73.27,1,5.0,10,-8,false
ord_3524bbb1432f849981e3c16f,cus_6f792ddb0dabcbed5cd18ba4,2017-10-25 13:35:24,10,3,SP,santo andre,09171,1,1,1,1,19.00,9.34,1,1,1,28.34,1,3.0,9,-4,false
ord_86011605cd96221cc3592d31,cus_1ea559f23b878788e8364377,2017-06-09 16:43:29,6,5,SP,sao paulo,01410,1,1,1,0,49.59,11.73,1,1,1,61.32,1,1.0,6,-8,false
ord_a017b14c17bee4df5557bc77,cus_215a0730ce85e00b1d1b7b0f,2017-06-27 20:38:43,6,2,MG,carmo do paranaiba,38840,1,1,1,1,39.99,25.63,1,1,1,65.62,1,4.0,20,-8,false
ord_a5c85dc5976ca492965607a0,cus_0151c02b9ce252e31b1f9fb6,2017-04-08 18:01:28,4,6,SP,sao jose dos campos,12230,1,1,1,1,279.77,13.35,1,1,1,293.12,1,3.0,14,-10,false
ord_967145943c7a165554cd2168,cus_c657af5616c49ea4f4b1102a,2017-04-05 15:52:21,4,3,SP,itapevi,06653,1,1,1,1,156.00,11.70,1,1,1,167.70,1,5.0,5,-16,false
ord_92d8db391819752bff90e660,cus_c767b31eadea18ce418edb4a,2017-12-18 21:47:19,12,1,SP,guarulhos,07152,1,1,1,0,69.77,7.78,1,1,1,77.55,1,4.0,2,-16,false
ord_2b6e27c16c55d892d1ab27b2,cus_0af85e69400f7d620b25f7fd,2017-11-24 10:59:57,11,5,MG,lavras,37200,1,1,1,1,949.90,29.52,1,1,1,979.42,1,1.0,14,-13,false
ord_89b386b24c06a2d2e2ba23e7,cus_4348667452241989275e0637,2017-05-13 18:20:06,5,6,RJ,rio de janeiro,21031,1,1,1,1,42.00,16.60,1,1,1,58.60,1,3.0,13,-7,false
ord_637c08dbbe1f2cce47912247,cus_fc95c99b62472097fe1fe8e4,2017-05-18 09:20:28,5,4,MG,mariana,35420,1,1,1,1,59.90,16.18,1,1,1,76.08,1,4.0,8,-14,false
ord_56ea0fd8580fcec706eb4350,cus_0bdab8eb64e48a94b2336c24,2017-07-30 14:55:03,7,0,RJ,rio de janeiro,20780,1,1,1,1,114.97,45.26,1,1,1,160.23,1,5.0,13,-10,false
ord_6b5abd70b1a022cba25072a5,cus_045ca6a83c87dabe090577e9,2017-07-16 19:22:04,7,0,SP,sao paulo,04844,1,1,1,1,70.74,12.84,1,1,4,83.58,1,2.0,8,-15,false
ord_517bf9c974ae4cdaddc5370a,cus_839b108a9b4a7c0eaa349342,2017-09-11 13:16:22,9,1,MG,belo horizonte,30170,1,1,1,1,23.99,15.11,2,1,1,39.10,1,4.0,10,-7,false
ord_bc104b634a07e8511f55bd29,cus_4cb5ba4a975bfb5a3738262d,2017-04-26 01:01:39,4,3,SP,sao paulo,03380,1,1,1,1,279.90,16.13,1,1,8,296.03,1,4.0,12,-10,false
ord_d20009bbcd21c84acbe21bdd,cus_01cdb74b772cc1fc9dd56e8e,2017-11-26 11:07:17,11,0,SP,guarulhos,07130,1,1,1,1,34.00,8.27,1,1,1,42.27,1,5.0,4,-11,false
ord_d801408bede5a6628540d72d,cus_09f4649263963a18a4cfae85,2017-06-29 10:43:25,6,4,SP,guarulhos,07085,1,1,1,1,32.90,7.78,1,1,1,40.68,1,1.0,3,-10,false
ord_ef25e679df352526a3839e8b,cus_c2008489b12d958cb345437d,2017-08-10 15:27:00,8,4,SP,barra bonita,17340,1,1,1,1,139.90,15.73,1,1,3,155.63,1,5.0,19,-3,false
ord_1da62670979689e4764ce932,cus_17afbe6d6e82f4bc3c476c85,2017-09-26 09:51:43,9,2,SP,santo andre,09241,1,1,1,1,117.00,12.32,1,1,3,129.32,1,4.0,4,-20,false
ord_60911d6ea4f1b2b2d77f5362,cus_7962660a4191f664ddbb2f6f,2017-06-19 23:00:24,6,1,SP,santos,11020,1,1,1,1,29.90,16.11,1,1,1,46.01,1,4.0,15,-9,false
ord_622439c4551f8c3ad51aa1c5,cus_471ca2569da38123091b5d6f,2017-04-01 15:58:41,4,6,RJ,araruama,28970,1,1,1,1,2589.00,32.29,1,1,10,2621.29,1,5.0,16,-22,false
ord_4b7658b9ae13830e24a94886,cus_c86fe39a40021e505ca34d19,2017-10-05 17:29:12,10,4,SP,ilhabela,11630,1,1,1,1,102.50,13.74,1,1,2,116.24,1,3.0,5,-20,false
ord_573959a363bb6a22135e152d,cus_ade9906b96ee31676e182aed,2017-11-26 22:25:25,11,0,SP,sao paulo,01232,1,1,1,1,49.90,9.34,1,1,1,59.24,1,5.0,4,-11,false
ord_d0cf4681d8e17570cac40b1d,cus_86f6f4218fe3c8ee8f24833d,2017-08-15 00:14:11,8,2,MG,machado,37750,1,1,1,1,85.00,15.34,2,2,1,100.34,1,5.0,15,-7,false
ord_ee2adefacaa3092b7fa67336,cus_00dc62c97bb4ae6a2c3dd114,2017-12-14 00:51:08,12,4,SP,sao caetano do sul,09560,1,1,1,1,49.90,8.72,1,1,2,58.62,1,5.0,5,-15,false
ord_2a22f92db9ac9bd8067eca6c,cus_dfa495a73a9affba9058373f,2017-12-11 20:51:16,12,1,MG,sabinopolis,39750,1,1,1,1,45.80,17.92,1,1,3,63.72,1,4.0,23,-15,false
ord_1af03cc77bfbb8960b5eb37c,cus_d44622bca94dbc37dab836c5,2017-07-12 22:07:13,7,3,SP,sao jose do rio preto,15042,1,1,1,1,150.00,13.39,1,1,8,163.39,1,5.0,6,-15,false
ord_a5befd0e81c77b8ebd43a8be,cus_60cbd1f7e77d3cc2291ce223,2017-11-17 19:48:51,11,5,RJ,belford roxo,26187,1,1,1,1,104.99,19.97,1,1,5,124.96,1,5.0,15,-11,false
ord_aeac0f30402897b7849dc706,cus_2c6cc670d78e60f082aa0c4e,2017-05-28 22:58:12,5,0,SP,ribeirao preto,14055,1,1,1,1,27.90,12.69,1,1,4,40.59,1,5.0,5,-24,false
ord_70ffe7e29241f60853bbc6f3,cus_00c7137472f0c9f8785a6a22,2017-07-02 12:09:00,7,0,RJ,rio das ostras,28890,2,2,1,1,199.80,35.90,1,1,10,266.38,1,5.0,9,-14,false
ord_dce9cd9cf8f026c5e181cbed,cus_1b69d312cf9b90f50bc94dd0,2017-03-10 20:04:32,3,5,SP,sao paulo,05590,1,1,1,0,118.00,12.22,1,1,1,130.22,1,5.0,7,-12,false
ord_72b5482e11e607183b61fdb4,cus_5223f981ebba87d38df8a4f6,2017-11-17 19:53:36,11,5,SP,cerqueira cesar,18760,1,1,1,1,98.90,16.45,1,1,1,115.35,1,2.0,10,-16,false
ord_d65969e0c06fc2c68c624197,cus_751ab66e42bd0e4d6cad17ef,2017-09-28 15:57:29,9,4,MG,uberlandia,38412,1,1,1,1,547.99,26.71,1,1,5,574.70,1,5.0,15,-14,false
ord_5a63f712de547df5b3d373c3,cus_4d15d32dc7228adbe05db585,2017-04-19 14:24:06,4,3,RJ,marica,24905,1,1,1,1,59.90,15.63,1,1,1,75.53,1,3.0,15,-7,false
ord_dc48149f78c94f818a42d541,cus_b879a89ae6c9b81c190459d1,2017-12-30 18:04:46,12,6,SP,sao paulo,01203,1,1,1,1,34.90,14.10,1,1,1,49.00,1,5.0,9,-18,false
ord_697a03413ed83d127cc3b11f,cus_441ec95cd0ae9e37cba700fc,2017-10-26 22:55:40,10,4,RJ,rio de janeiro,22291,1,1,1,0,27.90,14.10,1,1,1,42.00,1,5.0,12,-7,false
ord_5a851f43719f2e970dbc2373,cus_00b110d3f458426ccbfcb187,2017-12-08 23:35:55,12,5,SP,cajamar,07793,1,1,1,1,79.90,9.37,1,1,1,89.27,1,5.0,5,-14,false
ord_dab92d54beb4102326410d60,cus_7c79053cd0f3405bd853a52f,2017-11-24 16:24:26,11,5,RJ,rio de janeiro,22260,1,1,1,0,22.49,14.10,1,1,1,36.59,1,5.0,12,-8,false
ord_d0331e9f61e1824644a1d866,cus_65e57f7f0acb9de45f37f9ca,2017-05-01 22:55:06,5,1,SP,jundiai,13201,1,1,1,1,32.90,10.96,1,1,1,43.86,1,3.0,21,-1,false
ord_ee6e639574a68e558b5ed93f,cus_30fc7fe266f31e73919710c8,2017-03-09 18:15:38,3,4,MG,belo horizonte,30620,1,1,1,1,834.56,78.60,1,1,1,913.16,1,5.0,14,-12,false
ord_b16e1c359c318a51606642b9,cus_32ef3d9b1a0cf94205741c3c,2017-04-20 16:28:51,4,4,SP,paulinia,13145,1,1,1,1,44.99,14.52,2,1,2,59.51,1,1.0,13,-9,false
ord_8e0cd4628b862adbdb5daaf4,cus_fda00706ac39905a6af299e1,2017-06-15 09:49:50,6,4,RJ,duque de caxias,25015,2,2,1,1,59.80,31.58,2,2,1,91.38,1,1.0,12,-15,false
ord_589dcac93347aed546c6fbc8,cus_5c1b23bc94ff37caf251c586,2017-11-25 20:03:57,11,6,MG,mar de espanha,36640,2,1,1,1,493.24,56.54,1,1,4,549.78,1,1.0,11,-15,false
ord_3e28c256ab83b34b6676b935,cus_74810d857015807b3e0d70d4,2017-09-20 15:50:56,9,3,SP,campinas,13087,1,1,1,1,269.90,9.14,1,1,4,279.04,1,4.0,5,-10,false
ord_0f625a7a05a58b5bcb285716,cus_cbbf0c2a7e0d479cc4d42ff7,2017-09-06 12:30:18,9,3,SP,botucatu,18603,1,1,1,1,108.90,40.75,2,2,4,149.65,1,5.0,7,-12,false
ord_ed8fce91aea565870573ef5a,cus_ddc0924437b4ed0801bcfeb8,2017-12-16 19:01:18,12,6,SP,guarapua,17310,1,1,1,1,60.00,15.17,1,1,7,75.17,1,5.0,6,-28,false
ord_44887654af1b925132ee99c8,cus_9b2c37e64f132b09c19066d0,2017-05-28 14:36:08,5,0,SP,jaguariuna,13820,1,1,1,1,89.90,21.28,1,1,4,111.18,1,5.0,2,-10,false
ord_b5ca6c8f3c5871db41e62258,cus_cd3d45c573db7cf6abd6f1e2,2017-05-27 14:36:07,5,6,SP,sao paulo,05588,2,1,1,1,39.80,15.56,1,1,1,55.36,1,3.0,3,-10,false
ord_694d0adc1112c4bf6237fac0,cus_a3118993d1b0fcce9b723a5c,2017-06-29 16:33:28,6,4,SP,rancharia,19600,1,1,1,1,34.90,11.85,1,1,4,46.75,1,4.0,6,-14,false
ord_57fb0f9f8dd4b54958ff952a,cus_248aa6e7aa9dcb15818f8208,2017-09-07 18:21:49,9,4,SP,campinas,13061,1,1,1,1,29.90,11.85,1,1,1,41.75,1,4.0,16,-3,false
ord_ce31a3d8cbde2c5608a525de,cus_bf5913bd4bcc5b64b8b0821a,2017-03-28 20:44:07,3,2,SP,santo andre,09050,1,1,1,1,285.90,17.21,1,1,2,303.11,1,5.0,7,-15,false
ord_658b08495b1bf5ef7631d148,cus_06d911b696c1c8ddcb7dade0,2017-08-16 10:08:13,8,3,MG,antunes,35698,1,1,1,1,119.80,15.59,1,1,1,135.39,1,4.0,12,-11,false
ord_3a75efde3f4081fdbbde932d,cus_9de840a264da5e71d68b11d9,2017-05-07 18:46:03,5,0,SP,sao paulo,02878,1,1,1,1,69.99,11.73,1,1,2,81.72,1,5.0,5,-10,false
ord_1f532be3f42a71eb4e28bc03,cus_4b49e12d762e4a1590c1037b,2017-08-06 15:41:18,8,0,SP,mirassol,15130,1,1,1,1,49.90,12.69,1,1,4,62.59,1,5.0,5,-14,false
ord_8d082f8acb30ceca490e80b0,cus_140910bfcc64fe0eb86b8e96,2017-09-19 17:08:35,9,2,MG,paracatu,38600,1,1,1,1,9.90,15.10,1,1,2,25.00,1,3.0,13,-8,false
ord_524de4b47283c041507618a9,cus_0d48e2b92af0d144a59019cd,2017-10-23 13:20:04,10,1,SP,sao paulo,05717,1,1,1,1,179.00,32.28,1,1,1,211.28,1,4.0,4,-13,false
ord_5045dbd945f16af3aa81c5f0,cus_26bf4d641a1b8c60893082c1,2017-02-11 18:10:26,2,6,MG,carandai,36280,1,1,1,1,20.90,10.96,1,1,1,31.86,1,5.0,21,-9,false
ord_90bf01e36f1bdd68cafef6c6,cus_22208a083c8cf26068104c9f,2017-10-18 14:31:33,10,3,MG,uberlandia,38408,2,1,1,1,139.80,41.96,1,1,1,181.76,1,5.0,13,-17,false
ord_fe691f97d4fca9e72b285f60,cus_d5a28d4c96b773f627179507,2017-02-22 19:49:48,2,3,RJ,macae,27910,1,1,1,1,148.90,27.47,1,1,1,176.37,1,5.0,9,-26,false
ord_d6d3bfb3f1c3970fc14ff49e,cus_25004bb68f0e270ad6e647f1,2017-05-01 10:30:43,5,1,SP,santana de parnaiba,06533,1,1,1,1,59.90,11.03,1,1,1,70.93,1,5.0,7,-15,false
ord_d97f8d49f1dade5d807ee2a1,cus_559ab70ff6d5bda61e9db0a6,2017-10-05 11:26:37,10,4,SP,sao paulo,02991,1,1,1,1,39.90,8.72,1,1,1,48.62,1,1.0,19,0,true
ord_9f69305afeeb2b9d9b8bb1df,cus_8d783c4be92b37ef6193c00f,2017-11-30 11:48:20,11,4,SP,sao paulo,04543,1,1,1,1,89.99,12.97,1,1,6,102.96,,,14,-13,false
ord_467d087669c5ab446183445e,cus_98c2042b6fa25a23687f3e6c,2017-05-07 19:13:36,5,0,MG,contagem,32060,1,1,1,1,26.90,15.11,2,2,1,42.01,1,5.0,10,-14,false
ord_c150b526195e44d5a2a0c6f7,cus_3f1deb319c0cd0b0064dfbdf,2017-06-09 15:41:31,6,5,SP,carapicuiba,06332,1,1,1,1,48.90,12.69,1,1,6,61.59,1,5.0,10,-11,false
ord_bae1beddb4ce1bd1c3e906f4,cus_effa3245ab567bf15c056fb3,2017-12-23 13:03:06,12,6,SP,santa isabel,07500,1,1,1,1,29.90,15.11,1,1,1,45.01,1,1.0,11,-23,false
ord_efe65c68c36993a501b04710,cus_b6bc3965150c1f0f77b9f183,2017-11-24 17:11:43,11,5,SP,capao bonito,18300,1,1,1,1,83.30,21.07,1,1,7,104.37,1,4.0,24,-3,false
ord_769508b65be8b642fdf05eb7,cus_9985a1e1f4711422bbb64adf,2017-08-06 13:32:42,8,0,SP,sao paulo,04195,3,2,1,1,77.97,38.07,1,1,1,116.04,1,5.0,3,-16,false
ord_9e88a40386eca1105740b9ab,cus_a305fad234bf9289ae1b3ff6,2017-12-10 19:01:54,12,0,SP,sao paulo,05841,1,1,1,1,79.00,13.57,1,1,1,92.57,1,4.0,9,-16,false
ord_254b81e88b9a1373b9946d69,cus_4dfddd4c50e3a069c9bd1638,2017-07-05 21:23:32,7,3,SP,itapeva,18403,1,1,1,1,69.90,11.99,1,1,8,81.89,1,4.0,8,-12,false
ord_f5fb60bb895ec093e8e41f3f,cus_ff03aee260f01c8b152ba753,2017-07-18 11:46:06,7,2,SP,sao paulo,05119,1,1,1,1,47.00,9.94,1,1,1,56.94,1,4.0,8,-7,false
ord_c10e4bf5317a31862124c39d,cus_0c488b7adf65e5ac3a70e5da,2017-06-24 22:31:23,6,6,SP,sao paulo,08490,1,1,1,1,572.00,37.27,1,1,1,609.27,1,5.0,12,-8,false
ord_4a6faf020f541c7144ffdbe6,cus_edb785b8a5b3f06fbf8b8eb4,2017-08-18 18:13:06,8,5,SP,presidente venceslau,19400,1,1,1,1,59.90,13.44,1,1,1,73.34,1,3.0,12,-16,false
ord_9f342b9c5bff34f8a512444e,cus_9accffcf7dab1eabb4680f7e,2017-12-21 11:27:57,12,4,SP,sao paulo,08121,1,1,1,1,36.00,9.27,1,1,2,45.27,1,5.0,6,-14,false
ord_4e3629a2d5a4b0aca031fd7a,cus_c49111b694049ab225f596f1,2017-09-12 21:58:21,9,2,SP,hortolandia,13183,1,1,1,1,129.00,36.98,1,1,2,165.98,1,5.0,17,-4,false
ord_58916e02b6778dcd6001d5e6,cus_cfd9dae3ccb7c7ad4d804347,2017-12-19 18:08:44,12,2,SP,sao paulo,01416,2,2,1,1,65.80,35.26,1,1,1,101.06,1,5.0,8,-19,false
ord_a7580e144a8bf6b6083fa8ed,cus_0f6a8a1d187a4ce1dfd7cf40,2017-08-12 23:01:12,8,6,MG,varginha,37002,1,1,1,1,100.00,17.95,1,1,2,117.95,1,5.0,6,-21,false
ord_531c5ec7ac9693799b9f95fd,cus_06a8daafeb66994e41afba3b,2017-02-10 09:37:46,2,5,SP,ibitinga,14940,1,1,1,1,59.90,11.81,1,1,1,71.71,1,3.0,7,-28,false
ord_2a33540a2d65a39b8cfee64b,cus_337cd104fbaeb06b74213849,2017-03-10 10:29:46,3,5,RJ,rio de janeiro,22460,1,1,1,1,255.61,17.00,1,1,4,272.61,1,5.0,19,-2,false
ord_d9c618a59d98eb3ac72ca74d,cus_2b8539d5ac57baecebe08e67,2017-11-14 00:28:51,11,2,SP,sao paulo,05756,1,1,1,1,250.00,41.70,1,1,10,291.70,1,3.0,11,-3,false
ord_fc21c90c3b5d76b5c4fb3c02,cus_502c3e0248fa8371850b94fb,2017-07-20 17:52:10,7,4,MG,belo horizonte,31620,1,1,1,1,139.90,18.23,2,2,1,158.13,1,3.0,18,-4,false
ord_5eddfd78bf3d438d8d3d758d,cus_99a7f292f1776b6b0e705adb,2017-03-17 22:24:21,3,5,SP,sao paulo,04747,1,1,1,1,89.00,8.99,1,1,1,97.99,1,1.0,6,-14,false
ord_e60fd459b7c8984fabfa857b,cus_9360e0e85e11701e1075187b,2017-02-12 18:12:18,2,0,SP,americana,13467,1,1,1,1,69.90,15.70,1,1,1,85.60,1,5.0,12,-18,false
ord_8a6209c235280bf25567b4ef,cus_577c678b20eac641629a35f6,2017-02-08 20:48:57,2,3,SP,suzano,08673,1,1,1,1,79.61,13.14,1,1,1,92.75,1,5.0,5,-32,false
ord_41bd8bd45768e2ff21731457,cus_261d351c3ecbd82229fbd005,2017-12-18 16:55:39,12,1,SP,sao paulo,04017,1,1,1,1,49.00,9.27,1,1,1,58.27,1,5.0,9,-9,false
ord_b875235e758d10d7e69f6a80,cus_f105fc1bf065c085bef8d838,2017-04-10 00:08:56,4,1,SP,marilia,17511,1,1,1,1,47.99,10.96,1,1,1,58.95,1,4.0,5,-17,false
ord_925568fde816662cecfa4c73,cus_8b220afa393514373f3bfdfb,2017-01-17 21:09:40,1,2,SP,embu-guacu,06900,1,1,1,1,109.20,13.34,1,1,2,122.54,1,3.0,9,-46,false
ord_c7712ef690fe37b97605f08a,cus_6776bd42765ebac44fea8dff,2017-08-06 10:29:08,8,0,MG,vespasiano,33200,1,1,1,1,24.75,16.11,2,2,1,40.86,1,5.0,16,-7,false
ord_e5334fe6fe0909802a627dd1,cus_e3aaac1986d6f871e616e1bc,2017-06-29 12:02:32,6,4,SP,bauru,17025,1,1,1,1,69.90,13.92,1,1,3,83.82,1,5.0,6,-7,false
