order_id,purchase_date,customer_state,order_status,item_count,distinct_category_count,item_value_brl,freight_value_brl,payment_type_count,maximum_installments,mean_review_score,delivery_days,delivered_late
ord_b76a9077acf27fa03aa61b22,2017-12-11,RJ,delivered,1,1,119.90,24.22,1,2,5.0,10,false
ord_530e69db100649dad4062cda,2017-12-15,RJ,delivered,1,1,120.00,8.26,1,2,4.0,7,false
ord_5de657ed647929c72537e4d7,2017-12-27,RJ,delivered,2,1,245.80,20.00,1,1,4.0,23,false
ord_93f804a2280a24db529818d0,2017-12-28,RJ,delivered,1,1,210.00,40.40,1,8,5.0,37,true
ord_e9dae8c8358ec6784e5a557a,2018-01-01,RJ,delivered,1,1,24.90,15.10,1,1,5.0,8,false
ord_15785f9694d6ac0e71e9b256,2018-01-04,RJ,delivered,1,1,140.90,17.24,1,2,3.0,26,false
ord_004fc9b5254e21e1ac167365,2018-01-19,RJ,delivered,1,1,99.99,49.23,1,1,5.0,18,false
ord_b5314e9639007870008816cb,2018-01-22,RJ,delivered,1,1,54.90,20.87,2,1,5.0,12,false
ord_400e59fc5ed2b9b4527810b6,2018-01-23,RJ,delivered,1,1,249.90,69.21,1,9,5.0,11,false
ord_a2a716962655589ddb460d11,2018-01-24,RJ,delivered,2,1,59.80,28.20,2,8,5.0,14,false
ord_9accd92e3d851b9be2f2a6fc,2018-01-25,RJ,delivered,2,1,39.94,30.20,1,5,4.0,5,false
ord_4a34b1f72d230f47bf14c0ec,2018-02-04,RJ,delivered,2,1,107.79,36.22,2,3,5.0,16,false
ord_955aa0d6b9e4075b010626b5,2018-02-08,RJ,delivered,1,1,15.00,14.10,1,1,5.0,19,false
ord_f6eab144b03c42267fdbc9a4,2018-02-15,RJ,delivered,3,2,266.67,146.45,1,3,5.0,18,false
ord_2d824a5ecfb989c497023123,2018-02-21,RJ,delivered,2,1,170.00,34.06,1,2,1.0,35,true
ord_2f7804c74169b04f2b4fdbb5,2018-02-23,RJ,delivered,1,1,549.00,18.00,1,1,5.0,17,false
ord_c3acdfcadf598514b3126d91,2018-02-25,RJ,delivered,1,1,154.00,20.57,1,1,5.0,13,false
ord_b34b9cc7ac3d8110b7c317cc,2018-02-26,RJ,delivered,1,1,34.90,15.11,1,1,1.0,71,true
ord_1e73fb8d0766f8fc29cda2c8,2018-02-28,RJ,delivered,1,1,140.90,21.48,1,2,1.0,35,true
ord_36980b4e6858c7400a1eac06,2018-03-06,RJ,delivered,1,1,129.00,26.98,1,1,5.0,11,false
ord_40aa186eaa7ddc2dd1f49788,2018-03-08,RJ,delivered,1,1,144.99,18.59,1,1,1.0,50,true
ord_79150daeb5a7eb12cb624bbf,2018-03-08,RJ,delivered,1,1,79.90,21.64,1,1,1.0,40,true
ord_87030cd91d29d3b5c97693dc,2018-03-10,RJ,delivered,1,1,54.40,16.35,1,1,1.0,41,true
ord_c4f36e1bd7badacff6904235,2018-03-10,RJ,delivered,1,1,116.99,15.70,1,8,5.0,36,false
ord_8b5714dd77466f4f3f4807d3,2018-03-12,RJ,delivered,1,1,27.99,22.95,1,5,5.0,14,false
ord_06ea6799d3bf6ac85efb9803,2018-03-24,RJ,delivered,1,1,85.90,11.47,1,3,1.0,55,true
ord_3b884ef8919832f4305ec99d,2018-03-26,RJ,delivered,1,1,149.00,22.12,1,2,3.0,16,false
ord_a8f40c0a3334d50636dd97a7,2018-04-04,RJ,delivered,1,1,19.49,18.23,1,3,1.0,40,true
ord_81022e68c78ecc75882bef83,2018-04-06,RJ,delivered,1,1,96.90,23.26,2,1,5.0,12,false
ord_b3e89d929566c25603590895,2018-04-16,RJ,delivered,1,1,189.96,18.04,1,1,2.0,16,false
ord_fe090714eb63047507ef78a1,2018-04-19,RJ,delivered,1,1,119.00,17.60,1,2,4.0,14,false
ord_9f387f588327b908946031fa,2018-04-21,RJ,delivered,1,1,23.99,11.39,1,2,4.0,5,false
ord_0be6e6a70a3bfe38f4a51887,2018-04-24,RJ,delivered,1,1,199.99,19.28,1,1,5.0,16,false
ord_bd1953aef354765dd5d6e8ce,2018-04-29,RJ,delivered,1,1,449.90,194.64,1,10,5.0,5,false
ord_e42ecaa7045ab04f61993c3e,2018-04-29,RJ,delivered,1,1,307.50,18.12,1,6,5.0,8,false
ord_11a6f2bf307b2c9924af6972,2018-05-03,RJ,delivered,1,1,99.90,0.00,1,1,5.0,13,false
ord_e37b87d45f536af9cfba2032,2018-05-04,RJ,delivered,1,1,118.00,18.71,1,2,5.0,14,false
ord_fe0ac26cca51d3f239195efa,2018-05-07,RJ,delivered,1,1,138.00,18.85,1,5,1.0,14,false
ord_21c8e889fbb58bd6675e8cee,2018-05-09,RJ,delivered,1,1,189.90,19.21,1,1,5.0,9,false
ord_03bed65fca42595187ef6701,2018-05-11,RJ,delivered,1,1,89.99,11.79,1,3,5.0,12,false
ord_bd02de63cd29279436cffb75,2018-05-15,RJ,delivered,2,1,56.00,36.46,1,8,5.0,7,false
ord_841441437ec8bee517e9c30d,2018-05-21,RJ,delivered,1,1,79.90,15.44,1,1,3.0,17,false
ord_084d22c229b70dc40a8d650e,2018-05-22,RJ,delivered,1,1,39.99,15.23,1,1,5.0,7,false
ord_4f3ebc901e58a965007a32ed,2018-05-30,RJ,delivered,1,1,130.00,7.93,1,1,3.0,12,false
ord_be6d6e0460c88c6b27dfdcbf,2018-06-01,RJ,delivered,1,1,250.00,87.42,1,6,3.0,24,false
ord_596f4aa6cd4f14b6fb097157,2018-06-06,RJ,delivered,1,1,122.99,29.89,1,6,5.0,14,false
ord_8f5253eab5df5b56b7178a22,2018-06-23,RJ,delivered,1,1,104.90,18.83,1,1,5.0,13,false
ord_d654a6c37d5f4f50a040bd49,2018-06-29,RJ,delivered,1,1,419.90,29.89,1,5,3.0,7,false
ord_68b0fb9893fc0aaabd5a1fb6,2018-07-05,RJ,delivered,1,1,116.25,18.91,1,1,5.0,5,false
ord_efd4603fd390bb07de3ee1fd,2018-07-07,RJ,delivered,1,1,48.60,22.27,1,1,5.0,9,false
ord_e51ae997be4a191ae65fa67c,2018-07-21,RJ,delivered,1,1,127.00,12.15,1,6,5.0,4,false
ord_687b0a2c3171c0607a97e297,2018-07-23,RJ,delivered,2,2,67.15,31.76,1,1,5.0,7,false
ord_56dd1b0a7cfb2b30c05405a7,2018-07-24,RJ,delivered,2,1,253.60,54.38,1,6,1.0,7,false
ord_ff1b97d241febf9d05db0820,2018-07-24,RJ,delivered,1,1,43.00,18.40,1,1,4.0,41,true
ord_7d740f76dba85ffa4881d1f4,2018-08-02,RJ,delivered,1,1,74.99,17.16,1,5,5.0,5,false
ord_1ebd72619466c274d4860e61,2018-08-06,RJ,delivered,1,1,69.90,41.47,1,1,5.0,7,false
ord_99d0dd89a23ff8493fabfbd8,2018-08-12,RJ,delivered,1,1,99.99,16.89,1,1,5.0,8,false
ord_810d9e0e331ea655b39b5c23,2018-08-13,RJ,delivered,1,1,180.00,8.68,1,1,5.0,3,true
ord_422a453a8011f898a6206361,2018-08-17,RJ,delivered,1,1,45.00,22.25,1,1,4.0,6,false
ord_e8cbc42741a04de914fefac3,2018-08-21,RJ,delivered,1,1,79.99,16.75,1,1,4.0,8,false
ord_c9d12e71c3f537fd41fb8369,2018-08-22,RJ,delivered,1,1,34.00,11.50,1,1,5.0,6,false
ord_8afa183e24c52edf532debf6,2018-08-24,RJ,delivered,1,1,24.00,7.59,1,3,5.0,5,false
ord_38e68250be94cee57aa4e465,2017-01-27,RS,delivered,1,1,66.99,18.00,1,1,5.0,26,false
ord_775e82a080d5aff65544db9b,2017-02-07,RS,delivered,1,1,79.90,17.30,1,1,3.0,7,false
ord_a8353d3c2e6ef8e1886bd583,2017-02-11,RS,delivered,2,1,194.80,39.53,1,6,5.0,10,false
ord_79ff956d979f27909f2a4c0d,2017-02-20,RS,delivered,1,1,24.87,14.11,1,1,5.0,3,false
ord_27851515c05772b0e10e5bd3,2017-03-04,RS,delivered,1,1,13.90,16.05,1,1,5.0,18,false
ord_1a3cca2c4a40ffd9329b73f0,2017-03-20,RS,delivered,1,1,39.80,20.67,1,1,5.0,18,false
ord_842773c7e96dd2bd76c505f1,2017-04-16,RS,delivered,1,1,32.99,15.65,1,1,5.0,11,false
ord_f3739b08c895f3c1a91d7f12,2017-04-21,RS,delivered,1,1,24.99,16.05,1,1,4.0,17,false
ord_76cf96aae494c268c9bed201,2017-05-15,RS,delivered,2,2,119.89,30.84,1,6,3.0,2,false
ord_ec6d8be97b71478cfea4bd9b,2017-05-20,RS,delivered,1,1,479.90,12.57,1,1,5.0,3,false
ord_887a45873f9683296739402d,2017-06-02,RS,delivered,2,0,79.80,33.58,1,2,5.0,10,false
ord_62d8c1484b86f0cb486af4dd,2017-06-04,RS,delivered,1,1,111.90,16.54,1,6,5.0,10,false
ord_94b95f71f97f71abb19acbaf,2017-06-06,RS,delivered,1,1,219.99,16.29,1,8,5.0,13,false
ord_17459792079f28eb25b0a531,2017-06-07,RS,delivered,1,1,269.00,17.64,1,1,5.0,15,false
ord_ffa0027d24792863a2f37542,2017-06-12,RS,delivered,1,1,42.99,15.10,1,1,5.0,11,false
ord_661d9dd7a774a667fb16a786,2017-06-17,RS,delivered,1,1,18.99,14.10,1,1,5.0,20,false
ord_744e7f1f3ad2c6678f0517a6,2017-06-18,RS,delivered,1,1,149.00,14.79,1,8,1.0,11,false
ord_110b8b6c63ba61fae2b52e1b,2017-06-26,RS,delivered,2,1,348.90,32.63,1,3,2.0,5,false
ord_639935205dc97eb092ec10c5,2017-06-27,RS,delivered,1,1,102.90,29.12,1,6,5.0,20,false
ord_03fa3be2c8be3361978f23eb,2017-07-13,RS,delivered,1,1,294.90,16.81,1,10,5.0,8,false
ord_8ab575d8ef986c05269feb12,2017-07-23,RS,delivered,1,1,98.00,9.25,1,3,5.0,3,false
ord_fae3c3e4cb1f59bad46978bd,2017-07-25,RS,delivered,1,0,39.90,15.10,1,1,5.0,13,false
ord_96b5db22abc204f31a2f0f0d,2017-07-30,RS,delivered,1,1,109.90,14.50,1,6,5.0,4,false
ord_ea4db57ac83bc436aea08678,2017-08-07,RS,delivered,1,1,56.29,17.64,2,1,3.0,10,false
ord_817f663911b8946d23ccc7dc,2017-09-01,RS,delivered,1,1,45.90,26.89,1,3,5.0,21,false
ord_bb75462aa5fd050de32d166f,2017-09-03,RS,delivered,1,1,59.99,17.67,1,5,5.0,8,false
ord_07b250f36414874d00d03fa7,2017-09-05,RS,delivered,2,1,118.00,32.34,1,3,4.0,13,false
ord_3b9ef9955f28ca558a95ebc9,2017-09-13,RS,delivered,1,1,69.90,20.89,1,1,3.0,13,false
ord_16c2075cb89afbf47d61b01d,2017-09-21,RS,delivered,1,1,59.00,14.14,1,3,5.0,6,false
ord_ac4539530d77eaa263793814,2017-09-22,RS,delivered,1,1,48.90,16.11,1,1,4.0,13,false
ord_fee206db687028376c46e292,2017-10-03,RS,delivered,1,1,18.90,15.10,1,1,1.0,6,false
ord_d6f3feffb7b8371286194637,2017-10-05,RS,delivered,10,1,1519.46,347.24,1,1,1.0,11,false
ord_11a11721c733b11cb6903560,2017-10-08,RS,delivered,1,1,59.90,16.67,1,1,4.0,11,false
ord_1b970bb8dbdc8b67b670cb71,2017-10-09,RS,delivered,2,1,113.98,28.30,1,3,3.0,14,false
ord_d870166a24c3411ec7cc573e,2017-10-17,RS,delivered,1,1,19.90,15.10,1,1,5.0,21,false
ord_6222db2fc3eb63f96afd93f6,2017-10-25,RS,delivered,1,1,58.99,17.66,1,3,5.0,12,false
ord_579d72ba7ce4525b117d7957,2017-11-05,RS,delivered,1,1,44.90,16.11,1,3,4.0,18,false
ord_0bdb6aaf7ad34c9d154c1fcf,2017-11-07,RS,delivered,1,1,12.88,15.10,1,1,1.0,14,false
ord_9d35b8d8a6082f0f3331fb97,2017-11-16,RS,delivered,1,1,59.90,17.67,1,1,4.0,21,false
ord_3c3e4f9657603074e3c8ab4d,2017-11-18,RS,delivered,1,1,249.50,17.51,1,10,5.0,33,true
ord_bc1cbae30a2c7705a519ef47,2017-11-20,RS,delivered,1,1,189.90,17.09,1,1,5.0,12,false
ord_7a7de4e20c5b9e35460a240e,2017-11-24,RS,delivered,1,1,59.90,16.18,1,6,3.0,18,false
ord_a82f4d9444288c9209748204,2017-11-24,RS,delivered,1,1,38.90,15.10,1,4,4.0,20,false
ord_12cb059c2f92049ba95b696f,2017-11-26,RS,delivered,1,1,49.90,17.60,1,1,4.0,26,false
ord_bcf5d88d6b5f2bf8122e44c4,2017-12-18,RS,delivered,1,1,99.99,17.95,1,2,5.0,9,false
ord_120d5f4e120d97ee7f8387ca,2017-12-20,RS,delivered,1,1,319.65,18.68,1,2,5.0,19,false
ord_5ea7edd44a691e7f96f230ae,2018-01-02,RS,delivered,1,1,64.90,37.59,1,1,3.0,27,false
ord_575fbf3a4dc3707c979314bf,2018-01-07,RS,delivered,1,1,30.90,16.11,1,1,5.0,29,false
ord_53e737294cd719c63476670e,2018-01-09,RS,delivered,1,1,21.90,14.10,1,1,5.0,9,false
ord_c7ba75e49cd63ab414f61eee,2018-01-10,RS,delivered,1,1,109.90,17.02,1,10,5.0,10,false
ord_0ffe8068817312f95ff68e9c,2018-01-17,RS,delivered,1,1,99.90,15.46,1,5,5.0,12,false
ord_715899537aa4dce2df16d786,2018-01-17,RS,delivered,1,1,42.90,14.10,1,5,4.0,20,false
ord_5297a5ee041ca47849d70682,2018-01-21,RS,delivered,1,1,149.90,26.33,1,1,5.0,16,false
ord_82f3f30b9b7a7d8a72f864da,2018-01-22,RS,delivered,1,1,42.90,16.11,2,4,5.0,10,false
ord_480f1f91cdee352832ed66d1,2018-01-28,RS,delivered,1,1,69.90,16.25,1,3,5.0,11,false
ord_84568288c023657e06d6af05,2018-01-29,RS,delivered,1,1,99.90,21.19,1,1,5.0,24,false
ord_55fe95d5ec4597846d554a8f,2018-01-30,RS,delivered,1,1,44.90,15.11,1,2,4.0,23,false
ord_c381f43feece4758053287cc,2018-02-04,RS,delivered,1,0,185.00,15.02,1,6,5.0,10,false
ord_72a48a681a5494d186b4a083,2018-02-08,RS,delivered,1,1,47.49,16.11,1,1,5.0,28,false
ord_7a4e3d349614fc21e5772081,2018-02-12,RS,delivered,1,1,227.80,16.34,1,8,1.0,35,true
ord_0b487f89604ac66c2414ccaa,2018-02-14,RS,delivered,1,1,27.30,15.10,1,1,1.0,33,true
ord_92778b92a97efc91773242f5,2018-02-20,RS,delivered,1,1,18.90,15.10,1,1,5.0,16,false
ord_02c12f8cd02ae2130fe76bfc,2018-02-27,RS,delivered,1,1,49.90,15.10,1,2,5.0,13,false
ord_ba1c008386897dc3974b15cd,2018-03-05,RS,delivered,1,1,119.90,65.65,1,3,1.0,36,true
ord_e348c64f0268225ae64322eb,2018-03-20,RS,delivered,1,1,54.90,15.26,1,4,5.0,9,false
ord_a1cd4ff5a29201df83e0bb39,2018-03-21,RS,delivered,1,1,1054.00,106.77,1,2,5.0,19,false
ord_843667683eb13a07c97294ba,2018-03-25,RS,delivered,1,1,1399.00,32.33,1,10,1.0,31,true
ord_e0cb5db02aadd91104f57f36,2018-04-02,RS,delivered,1,1,32.90,7.87,1,4,5.0,5,false
ord_d76f2104f8fc71d263e5e164,2018-04-05,RS,delivered,1,1,58.99,21.38,1,1,5.0,15,false
ord_11c46b7e58eeddcfe0aa2a70,2018-04-08,RS,delivered,1,1,69.90,20.06,1,2,4.0,17,false
ord_10c46d755a14a79fcd2a5041,2018-04-15,RS,delivered,1,1,550.00,21.73,1,8,5.0,30,false
ord_b60e04e86fbe1f940786c726,2018-04-17,RS,delivered,1,1,19.90,18.23,1,1,5.0,8,false
ord_1c0a3b7a4c407a9b5bdbcd2a,2018-04-27,RS,delivered,2,1,190.00,37.10,1,1,4.0,17,false
ord_b090e70b6163fc10a42c39de,2018-04-28,RS,delivered,1,1,49.99,18.23,1,1,5.0,16,false
ord_e42ffbf100de84d7b2bdb57e,2018-05-01,RS,delivered,1,1,299.00,19.97,1,3,4.0,7,false
ord_77826ffcb41d4fc48c167f8f,2018-05-03,RS,delivered,1,1,59.90,19.39,1,1,5.0,18,false
ord_6ecf46f647750011d8b42af8,2018-05-06,RS,delivered,2,1,235.12,36.80,1,1,5.0,8,false
ord_86669484566acf4aa41bbdab,2018-05-07,RS,delivered,1,1,99.00,38.47,1,1,5.0,14,false
ord_566dc7d8f3ff016c75a9d524,2018-05-10,RS,delivered,2,1,245.80,37.48,1,8,5.0,14,false
ord_abae6ac4da33cab9d1df1768,2018-05-15,RS,delivered,1,1,84.00,26.67,1,6,3.0,22,false
ord_e47e724e00d97cd2a879ca1d,2018-05-16,RS,delivered,1,1,118.00,18.41,1,1,5.0,20,false
ord_b40027b7734527ce3e0dc397,2018-05-20,RS,delivered,1,1,199.97,16.01,1,8,5.0,8,false
ord_7fc6e1e5b9220f331a694185,2018-05-29,RS,delivered,1,1,25.00,18.23,2,1,3.0,7,false
ord_39ccd4e09b233a1d08485954,2018-05-30,RS,delivered,1,1,109.00,14.84,1,5,5.0,6,false
ord_bb57e70440f8f848ff3f88d7,2018-06-02,RS,delivered,2,1,89.98,38.64,1,4,4.0,16,false
ord_f81b510debe1cc7da59c7cb7,2018-06-03,RS,delivered,1,1,102.00,19.68,1,10,5.0,17,false
ord_4fd5d82985dcdd14ec84e2e3,2018-06-11,RS,delivered,1,1,184.10,24.09,1,12,5.0,10,false
ord_5813ceb20196432078cbccf5,2018-07-04,RS,delivered,1,1,19.99,18.24,1,1,4.0,8,false
ord_a4cb2e96cce88eda4ded198b,2018-07-04,RS,delivered,1,1,86.25,34.36,1,6,4.0,8,false
ord_4f5b4ce1e0d64ef2e3aa4b70,2018-07-08,RS,delivered,2,1,119.98,39.22,1,4,4.0,15,false
ord_13fa8241b5ed5c762fd2db62,2018-07-15,RS,delivered,1,1,49.99,15.45,1,1,5.0,9,false
ord_f2ebcdfc31fd4eaa25b58821,2018-07-23,RS,delivered,1,1,29.29,18.31,1,1,5.0,8,false
ord_8175547c05ca46a41742842c,2018-07-28,RS,delivered,1,1,74.90,18.62,1,1,5.0,11,false
ord_41a5e8ea869861ca17bce693,2018-07-30,RS,delivered,1,1,74.99,15.63,1,1,5.0,4,false
ord_abc224824e89d6cd664756c4,2018-08-06,RS,delivered,1,1,27.99,18.30,1,1,5.0,8,false
ord_b6b7e36004d7661189e8398b,2018-08-06,RS,delivered,1,1,230.00,49.98,1,1,5.0,16,false
ord_c35662bd986de33e5144be3a,2018-08-14,RS,delivered,1,1,37.90,26.57,1,4,4.0,16,false
ord_5ed397f0c5ff4c8895564ec1,2018-08-22,RS,delivered,1,1,48.90,19.53,1,1,5.0,8,false
ord_b92fa114ac13907c73147aab,2018-08-22,RS,delivered,1,1,26.40,18.29,1,1,5.0,7,false
ord_f912dc520b2b867ed45ec0ee,2018-08-24,RS,delivered,1,1,191.00,19.14,1,1,5.0,6,false
ord_ae1047873c92f0bfcbf13415,2017-02-03,SC,delivered,2,1,159.80,35.98,1,2,3.0,17,false
ord_54eb44165ae9989a77c62495,2017-03-01,SC,delivered,1,1,289.90,17.73,1,1,5.0,16,false
ord_6f5be582962282e676e524c5,2017-05-13,SC,delivered,1,1,129.90,13.16,1,2,5.0,5,false
ord_02bc9e654126c525e59849d6,2017-05-15,SC,delivered,1,1,37.50,16.11,1,1,4.0,16,false
ord_b71c82bce05a60f018100ca0,2017-05-22,SC,delivered,1,1,75.00,21.02,1,1,4.0,7,false
ord_fc02c727045fad55cdf60b76,2017-05-27,SC,delivered,1,1,37.00,14.10,1,3,5.0,23,false
ord_492bad24f160148610f4c9a4,2017-06-04,SC,delivered,1,1,171.90,18.45,1,1,5.0,22,false
ord_77d3d0645604f7aa644e2f4d,2017-06-24,SC,delivered,1,1,59.90,13.57,1,1,5.0,5,false
ord_7765c149c0250c6efaa4dbe2,2017-06-27,SC,delivered,1,1,18.90,15.10,1,1,3.0,17,false
ord_8da7c82e39fa99d957d001b0,2017-07-01,SC,delivered,1,1,45.95,15.10,1,6,5.0,17,false
ord_763012f54e75c16bf1e8c424,2017-07-22,SC,delivered,1,1,31.90,15.79,1,2,4.0,26,false
ord_336a1e88bbdcd9d114dafd33,2017-07-29,SC,delivered,1,1,19.90,15.10,1,1,2.0,13,false
ord_53bfec30c09223fe628f1420,2017-07-30,SC,delivered,1,1,104.90,14.60,1,4,5.0,3,false
ord_9a0337c4313227ba204f0f6e,2017-07-30,SC,delivered,1,1,329.90,27.18,1,3,4.0,5,false
ord_c91680d763b17de6b7b3c548,2017-08-05,SC,delivered,1,1,59.90,17.67,2,1,4.0,18,false
ord_4fe6dded8eec705b4779b571,2017-08-09,SC,delivered,1,1,379.90,19.91,1,4,5.0,19,false
ord_3c1849374c1e5b50ec55fbd8,2017-08-10,SC,delivered,1,1,259.00,11.23,1,2,5.0,4,false
ord_dbf3a06e3fd54f1c68aa4498,2017-08-20,SC,delivered,1,1,19.90,15.10,1,3,5.0,6,false
ord_382b40919b247e7175559fcd,2017-08-25,SC,delivered,1,1,49.90,15.10,1,1,3.0,12,false
ord_1f089d6ea8736c1da98b54ad,2017-08-26,SC,delivered,1,1,30.90,12.60,1,1,5.0,5,false
ord_17b124ecd123106cf31d14f3,2017-08-29,SC,delivered,1,1,31.90,16.79,1,1,5.0,23,true
ord_6ed97bf9eea461d36a0a4964,2017-08-31,SC,delivered,1,1,229.00,34.66,1,2,4.0,15,false
ord_59328f4f6304af2947af7096,2017-09-01,SC,delivered,1,1,99.00,17.94,1,8,5.0,12,false
ord_d161bf61ced8ec75af0d892c,2017-09-12,SC,delivered,1,1,199.00,18.64,1,1,4.0,17,false
ord_1649b9391494031d6a6130a4,2017-09-17,SC,delivered,1,1,1349.99,51.86,1,5,4.0,16,false
ord_76204e8b2640e96051802600,2017-09-17,SC,delivered,1,1,209.99,18.72,1,10,5.0,16,false
ord_aa54cef7f982f64567971658,2017-10-02,SC,delivered,1,1,149.90,18.30,1,3,5.0,9,false
ord_e1fc24b58e250ef5c23b9a9e,2017-10-08,SC,delivered,1,1,44.90,15.10,1,1,5.0,12,false
ord_b6b4d6e59d12fbfc3c28c10c,2017-10-09,SC,delivered,1,1,59.90,17.67,1,2,4.0,10,false
ord_c2f1e78203d26a70c9b07122,2017-10-09,SC,delivered,1,1,525.98,67.26,1,1,1.0,18,false
ord_3bad57414fea1ffbd94caeef,2017-10-13,SC,delivered,2,1,768.00,100.54,1,1,3.0,12,false
ord_3a5d7b80fe43929f8829cd17,2017-10-23,SC,delivered,1,1,102.00,16.47,1,2,5.0,11,false
ord_a21a6e5453821ac045a7cc41,2017-10-25,SC,delivered,1,1,33.00,17.63,1,1,5.0,19,false
ord_ac7b654b3360d6ac3ec3f7dd,2017-11-02,SC,delivered,1,1,49.09,16.11,1,1,4.0,14,false
ord_aa9cd866e7712afbd39824a6,2017-11-06,SC,delivered,1,1,59.99,15.17,1,3,5.0,14,false
ord_97391d57cab61e4ccf2b2574,2017-11-17,SC,delivered,1,1,31.90,16.79,1,1,5.0,6,false
ord_6a93ab2a0f743596a1a4e4f1,2017-11-24,SC,delivered,1,1,30.90,16.79,1,1,3.0,12,false
ord_7624c2e185092d0339495943,2017-11-24,SC,delivered,1,1,23.40,15.10,1,2,1.0,26,false
ord_d8b7469043e9edc910e90903,2017-11-24,SC,delivered,1,1,549.00,61.63,1,4,1.0,32,true
ord_df3728c1742368f72a58131e,2017-11-26,SC,delivered,1,0,122.99,14.61,1,8,2.0,22,false
ord_131fd92a27b3ab58c008230f,2017-12-02,SC,delivered,1,1,120.90,45.31,1,3,5.0,9,false
ord_68d38486c99a42b29500f909,2017-12-04,SC,delivered,1,1,140.00,15.73,1,1,5.0,30,false
ord_89b43c84412bb262d0d6c1be,2017-12-06,SC,delivered,2,1,198.00,91.98,1,1,5.0,22,false
ord_88b93a813bdc3244be724638,2017-12-13,SC,delivered,1,1,69.90,25.33,1,1,1.0,15,false
ord_f1b208299c4c3936962513cb,2017-12-13,SC,delivered,1,1,107.90,15.51,1,5,4.0,9,false
ord_7d6e4f811d0007bf38d54a7e,2017-12-18,SC,delivered,1,1,69.90,16.25,1,2,5.0,23,false
ord_8cd33170fb7f2844bf9b62a4,2017-12-21,SC,delivered,1,1,27.70,15.10,1,1,5.0,16,false
ord_eb9f4a387eb1332c477d917e,2018-01-04,SC,delivered,1,1,899.90,23.55,1,10,4.0,18,false
ord_1370462cd245fdf2d8efa97c,2018-01-05,SC,delivered,1,1,110.00,18.02,1,10,3.0,14,false
ord_78834fa572cf8ed89168a366,2018-01-14,SC,delivered,2,2,491.00,57.28,1,10,3.0,18,false
ord_543a4781b5a657005d1b4615,2018-01-17,SC,delivered,1,1,29.99,15.10,1,3,1.0,43,true
ord_afeec3c23bcffccfeb00d304,2018-01-30,SC,delivered,1,1,19.90,15.10,1,1,5.0,16,false
ord_ff6011d340c3e1c59f7fae52,2018-02-02,SC,delivered,1,1,89.90,26.95,1,10,5.0,19,false
ord_9589d58845b73b59c4e01293,2018-02-10,SC,delivered,1,1,129.89,16.67,1,8,1.0,45,true
ord_50f908c69014d38a863167cc,2018-02-11,SC,delivered,1,1,21.49,12.60,1,1,4.0,8,false
ord_0c4d5368c7f348f1d4e7f147,2018-02-15,SC,delivered,1,1,189.90,18.58,1,3,4.0,14,false
ord_3888ed2ca26137019b3390f4,2018-02-15,SC,delivered,2,1,37.80,30.20,1,1,1.0,28,true
ord_1d8082c4a9cc6a39c5c2684e,2018-02-17,SC,delivered,1,1,15.00,15.10,1,1,5.0,20,false
ord_0884307fd542ed94064670df,2018-02-18,SC,delivered,2,1,319.98,43.22,1,8,5.0,36,true
ord_61c2f3c9b3f7fe1a2b838029,2018-02-21,SC,delivered,1,1,129.99,18.16,1,8,1.0,34,true
ord_5081c87b465a924faec2d817,2018-02-24,SC,delivered,1,1,79.90,21.05,1,1,5.0,17,false
ord_ad9435fde632f22e4dad4446,2018-02-28,SC,delivered,1,1,79.90,16.81,1,3,1.0,27,true
ord_ae4a7119bcab98d8907d8fd7,2018-03-05,SC,delivered,1,1,82.94,20.07,1,1,3.0,37,true
ord_868bd3a82055d129384f4c03,2018-03-16,SC,delivered,6,1,450.00,159.66,1,2,4.0,11,false
ord_46cdecbe3f5cd1132ecfdd7e,2018-03-18,SC,delivered,1,1,89.00,19.59,1,2,5.0,11,false
ord_600cb0be50f840be70312ebf,2018-03-18,SC,delivered,1,1,15.99,22.93,1,3,5.0,9,false
ord_3b778253a45ca902c170a8ba,2018-03-24,SC,delivered,1,1,1299.00,23.97,1,8,3.0,20,false
ord_878b572d942f7381ab42c4f1,2018-04-04,SC,delivered,1,1,39.99,16.95,1,4,5.0,26,false
ord_99617f9116eb8ae57ddf8e46,2018-04-04,SC,delivered,1,0,122.99,18.74,1,1,4.0,28,true
ord_9b62cfbd14fd64a1e301d6ba,2018-04-06,SC,delivered,1,1,159.00,22.82,1,3,2.0,17,false
ord_f557476147674747672d3a77,2018-04-16,SC,delivered,1,1,74.90,19.49,1,4,5.0,18,false
ord_a3de66c0981e80f1ef07bdc8,2018-04-18,SC,delivered,1,1,47.90,19.32,1,6,4.0,19,false
ord_2efd7ab8969255907d099ebf,2018-04-21,SC,delivered,1,1,47.90,9.44,1,1,5.0,9,false
ord_8446c24a57cb046da0a5f98e,2018-04-23,SC,delivered,1,1,12.00,13.61,1,1,5.0,11,false
ord_ab20352297d080ab6ac5e1dc,2018-04-24,SC,delivered,1,1,29.99,23.72,1,1,4.0,13,false
ord_4965572f03b642a5d4d89fb7,2018-05-06,SC,delivered,1,1,42.00,12.76,1,1,4.0,15,false
ord_1c88a7af0104f5bb55d72de3,2018-05-08,SC,delivered,1,1,69.90,11.86,1,3,5.0,6,false
